"","subject","type","item","condition","question","correct_answer","response","rt","group","clause_q","ambiguity"
"6090","L1 34","gp",17,"b","!","{The_two_men_fought_each_other}",1,3727,"L1",-0.5,0.5
"6098","L1 34","gp",22,"c","!","{The_coach}",1,1574,"L1",0.5,-0.5
"6101","L1 34","gp",2,"c","!","{The_mother}",0,2585,"L1",0.5,-0.5
"6108","L1 34","gp",11,"d","!","{The_friend}",1,1500,"L1",0.5,0.5
"6116","L1 34","gp",14,"c","!","{The_nurse}",1,2087,"L1",0.5,-0.5
"6144","L1 35","gp",1,"c","!","{The_man}",1,2473,"L1",0.5,-0.5
"6147","L1 35","gp",23,"a","!","{The_mother_washed_the_child}",0,3814,"L1",-0.5,-0.5
"6150","L1 35","gp",18,"d","!","{The_baby}",1,1653,"L1",0.5,0.5
"6160","L1 35","gp",2,"d","!","{The_baby}",1,1622,"L1",0.5,0.5
"6168","L1 35","gp",3,"a","!","{The_two_journalists_met_the_president}",0,2863,"L1",-0.5,-0.5
"6175","L1 35","gp",13,"c","!","{The_boy}",1,1128,"L1",0.5,-0.5
"6179","L1 35","gp",21,"c","!","{The_child}",1,3666,"L1",0.5,-0.5
"6186","L1 35","gp",20,"b","!","{The_two_friends_met_each_other}",1,2744,"L1",-0.5,0.5
"6190","L1 35","gp",11,"a","!","{The_lady_woke_herself_up}",1,3823,"L1",-0.5,-0.5
"6196","L1 35","gp",10,"d","!","{The_General}",1,1442,"L1",0.5,0.5
"6202","L1 35","gp",6,"d","!","{The_neighbour}",1,986,"L1",0.5,0.5
"6205","L1 35","gp",5,"c","!","{The_boy}",1,893,"L1",0.5,-0.5
"6215","L1 35","gp",9,"c","!","{The_singer}",1,2378,"L1",0.5,-0.5
"6219","L1 35","gp",4,"b","!","{The_two_children_hugged_each_other}",1,2858,"L1",-0.5,0.5
"6224","L1 35","gp",17,"c","!","{The_terrorist}",1,1003,"L1",0.5,-0.5
"6235","L1 35","gp",12,"b","!","{The_nurse_washed_herself}",1,2307,"L1",-0.5,0.5
"6244","L1 35","gp",15,"a","!","{The_aunt_dressed_herself}",1,2275,"L1",-0.5,-0.5
"6248","L1 35","gp",24,"b","!","{The_two_actresses_met_each_other}",1,2379,"L1",-0.5,0.5
"6251","L1 35","gp",14,"d","!","{The_nurse}",1,1121,"L1",0.5,0.5
"6255","L1 35","gp",19,"a","!","{The_coach_calmed_the_basketball_player_down}",0,2244,"L1",-0.5,-0.5
"6263","L1 35","gp",22,"d","!","{The_coach}",1,1423,"L1",0.5,0.5
"6272","L1 35","gp",7,"a","!","{The_man_woke_himself_up}",1,1954,"L1",-0.5,-0.5
"6279","L1 35","gp",8,"b","!","{Mary_dressed_herself}",1,1999,"L1",-0.5,0.5
"6299","L1 35","gp",16,"b","!","{The_researcher_woke_himself_up}",1,2052,"L1",-0.5,0.5
"6319","L1 36","gp",18,"a","!","{The_father_washed_the_baby}",0,2527,"L1",-0.5,-0.5
"6336","L1 36","gp",21,"d","!","{The_child}",1,1474,"L1",0.5,0.5
"6340","L1 36","gp",14,"a","!","{The_doctor_woke_the_nurse_up}",0,2642,"L1",-0.5,-0.5
"6344","L1 36","gp",5,"d","!","{The_boy}",1,1550,"L1",0.5,0.5
"6352","L1 36","gp",10,"a","!","{The_two_soldiers_fought_the_General}",0,3787,"L1",-0.5,-0.5
"6358","L1 36","gp",23,"b","!","{The_mother_washed_herself}",1,3336,"L1",-0.5,0.5
"6366","L1 36","gp",16,"c","!","{The_assistant}",1,1631,"L1",0.5,-0.5
"6378","L1 36","gp",15,"b","!","{The_aunt_dressed_herself}",1,2759,"L1",-0.5,0.5
"6382","L1 36","gp",1,"d","!","{The_man}",1,3033,"L1",0.5,0.5
"6385","L1 36","gp",3,"b","!","{The_two_journalists_met_each_other}",1,2878,"L1",-0.5,0.5
"6393","L1 36","gp",2,"a","!","{The_mother_dressed_the_baby}",0,1894,"L1",-0.5,-0.5
"6396","L1 36","gp",20,"c","!","{The_man}",1,1259,"L1",0.5,-0.5
"6405","L1 36","gp",4,"c","!","{The_friend}",1,2607,"L1",0.5,-0.5
"6411","L1 36","gp",6,"a","!","{The_two_kids_fought_each_other}",1,2513,"L1",-0.5,-0.5
"6417","L1 36","gp",24,"c","!","{The_director}",1,1254,"L1",0.5,-0.5
"6424","L1 36","gp",8,"c","!","{The_boy}",1,9896,"L1",0.5,-0.5
"6431","L1 36","gp",9,"d","!","{The_singer}",1,1428,"L1",0.5,0.5
"6454","L1 36","gp",19,"b","!","{The_coach_calmed_himself_down}",1,2593,"L1",-0.5,0.5
"6458","L1 36","gp",7,"b","!","{The_man_woke_himself_up}",1,2775,"L1",-0.5,0.5
"6461","L1 36","gp",12,"c","!","{The_baby}",1,1647,"L1",0.5,-0.5
"6464","L1 36","gp",22,"a","!","{The_two_footballers_fought_each_other}",1,3073,"L1",-0.5,-0.5
"6467","L1 36","gp",11,"b","!","{The_lady_woke_herself_up}",1,1978,"L1",-0.5,0.5
"6471","L1 36","gp",17,"d","!","{The_terrorist}",1,1297,"L1",0.5,0.5
"6478","L1 36","gp",13,"d","!","{The_boy}",1,1562,"L1",0.5,0.5
"6496","L1 37","gp",17,"a","!","{The_two_men_fought_each_other}",1,2865,"L1",-0.5,-0.5
"6504","L1 37","gp",13,"a","!","{The_girl_calmed_herself_down}",1,2420,"L1",-0.5,-0.5
"6510","L1 37","gp",9,"a","!","{The_pianist_calmed_the_singer_down}",0,2185,"L1",-0.5,-0.5
"6520","L1 37","gp",6,"b","!","{The_two_kids_fought_each_other}",1,1942,"L1",-0.5,0.5
"6524","L1 37","gp",12,"d","!","{The_baby}",1,1569,"L1",0.5,0.5
"6531","L1 37","gp",5,"a","!","{The_father_washed_the_boy}",0,2719,"L1",-0.5,-0.5
"6535","L1 37","gp",11,"c","!","{The_lady}",0,3098,"L1",0.5,-0.5
"6538","L1 37","gp",1,"a","!","{The_lawyer_calmed_the_man_down}",0,2614,"L1",-0.5,-0.5
"6544","L1 37","gp",7,"c","!","{The_man}",0,1359,"L1",0.5,-0.5
"6552","L1 37","gp",22,"b","!","{The_two_footballers_fought_each_other}",1,2529,"L1",-0.5,0.5
"6566","L1 37","gp",19,"c","!","{The_basketball_player}",1,2861,"L1",0.5,-0.5
"6569","L1 37","gp",4,"d","!","{The_friend}",1,1887,"L1",0.5,0.5
"6575","L1 37","gp",3,"c","!","{The_president}",1,1744,"L1",0.5,-0.5
"6578","L1 37","gp",23,"c","!","{The_child}",1,1313,"L1",0.5,-0.5
"6581","L1 37","gp",16,"d","!","{The_assistant}",1,1559,"L1",0.5,0.5
"6585","L1 37","gp",21,"a","!","{Anna_dressed_the_child}",0,1595,"L1",-0.5,-0.5
"6593","L1 37","gp",14,"b","!","{The_doctor_woke_himself_up}",1,2618,"L1",-0.5,0.5
"6599","L1 37","gp",2,"b","!","{The_mother_dressed_the_baby}",0,1582,"L1",-0.5,0.5
"6625","L1 37","gp",24,"d","!","{The_director}",1,1715,"L1",0.5,0.5
"6632","L1 37","gp",8,"d","!","{Mary}",0,2178,"L1",0.5,0.5
"6636","L1 37","gp",15,"c","!","{The_aunt}",0,2067,"L1",0.5,-0.5
"6645","L1 37","gp",10,"b","!","{The_two_soldiers_fought_each_other}",1,4196,"L1",-0.5,0.5
"6648","L1 37","gp",20,"d","!","{The_man}",1,1026,"L1",0.5,0.5
"6656","L1 37","gp",18,"b","!","{The_father_washed_himself}",1,3705,"L1",-0.5,0.5
"6683","L1 38","gp",12,"a","!","{The_nurse_washed_herself}",1,3083,"L1",-0.5,-0.5
"6698","L1 38","gp",4,"a","!","{The_two_children_hugged_each_other}",1,2057,"L1",-0.5,-0.5
"6706","L1 38","gp",19,"d","!","{The_basketball_player}",1,1715,"L1",0.5,0.5
"6712","L1 38","gp",7,"d","!","{The_lady}",1,1129,"L1",0.5,0.5
"6719","L1 38","gp",17,"b","!","{The_two_men_fought_each_other}",1,2426,"L1",-0.5,0.5
"6726","L1 38","gp",3,"d","!","{The_president}",1,1807,"L1",0.5,0.5
"6734","L1 38","gp",8,"a","!","{Mary_dressed_herself}",1,8374,"L1",-0.5,-0.5
"6737","L1 38","gp",6,"c","!","{The_neighbour}",1,2041,"L1",0.5,-0.5
"6743","L1 38","gp",1,"b","!","{The_lawyer_calmed_himself_down}",1,3690,"L1",-0.5,0.5
"6754","L1 38","gp",9,"b","!","{The_pianist_calmed_himself_down}",1,2298,"L1",-0.5,0.5
"6757","L1 38","gp",13,"b","!","{The_girl_calmed_herself_down}",1,1853,"L1",-0.5,0.5
"6768","L1 38","gp",2,"c","!","{The_baby}",1,1772,"L1",0.5,-0.5
"6771","L1 38","gp",5,"b","!","{The_father_washed_himself}",1,1444,"L1",-0.5,0.5
"6782","L1 38","gp",20,"a","!","{The_two_friends_met_each_other}",1,2293,"L1",-0.5,-0.5
"6785","L1 38","gp",11,"d","!","{The_friend}",1,1222,"L1",0.5,0.5
"6792","L1 38","gp",23,"d","!","{The_mother}",0,1569,"L1",0.5,0.5
"6799","L1 38","gp",21,"b","!","{Anna_dressed_herself}",1,2654,"L1",-0.5,0.5
"6805","L1 38","gp",14,"c","!","{The_nurse}",1,1534,"L1",0.5,-0.5
"6808","L1 38","gp",16,"a","!","{The_researcher_woke_himself_up}",1,2473,"L1",-0.5,-0.5
"6816","L1 38","gp",15,"d","!","{The_boy}",1,1211,"L1",0.5,0.5
"6822","L1 38","gp",10,"c","!","{The_General}",1,1556,"L1",0.5,-0.5
"6829","L1 38","gp",24,"a","!","{The_two_actresses_met_each_other}",1,1680,"L1",-0.5,-0.5
"6836","L1 38","gp",18,"c","!","{The_baby}",1,1438,"L1",0.5,-0.5
"6839","L1 38","gp",22,"c","!","{The_coach}",1,838,"L1",0.5,-0.5
"6859","L1 39","gp",7,"a","!","{The_man_woke_himself_up}",1,4275,"L1",-0.5,-0.5
"6864","L1 39","gp",16,"b","!","{The_researcher_woke_himself_up}",1,2897,"L1",-0.5,0.5
"6868","L1 39","gp",6,"d","!","{The_neighbour}",1,2377,"L1",0.5,0.5
"6875","L1 39","gp",23,"a","!","{The_mother_washed_the_child}",0,2331,"L1",-0.5,-0.5
"6879","L1 39","gp",1,"c","!","{The_man}",1,2899,"L1",0.5,-0.5
"6883","L1 39","gp",12,"b","!","{The_nurse_washed_herself}",1,2898,"L1",-0.5,0.5
"6887","L1 39","gp",8,"b","!","{Mary_dressed_herself}",1,1458,"L1",-0.5,0.5
"6897","L1 39","gp",24,"b","!","{The_two_actresses_met_each_other}",1,2757,"L1",-0.5,0.5
"6904","L1 39","gp",14,"d","!","{The_nurse}",1,1830,"L1",0.5,0.5
"6907","L1 39","gp",9,"c","!","{The_pianist}",0,5220,"L1",0.5,-0.5
"6918","L1 39","gp",11,"a","!","{The_lady_woke_herself_up}",1,4407,"L1",-0.5,-0.5
"6929","L1 39","gp",19,"a","!","{The_coach_calmed_himself_down}",1,5227,"L1",-0.5,-0.5
"6937","L1 39","gp",22,"d","!","{The_coach}",1,1948,"L1",0.5,0.5
"6951","L1 39","gp",18,"d","!","{The_baby}",1,1422,"L1",0.5,0.5
"6961","L1 39","gp",15,"a","!","{The_aunt_dressed_herself}",1,2134,"L1",-0.5,-0.5
"6964","L1 39","gp",21,"c","!","{Anna}",0,1346,"L1",0.5,-0.5
"6971","L1 39","gp",10,"d","!","{The_General}",1,1658,"L1",0.5,0.5
"6978","L1 39","gp",17,"c","!","{The_terrorist}",1,1674,"L1",0.5,-0.5
"6984","L1 39","gp",13,"c","!","{The_boy}",1,1644,"L1",0.5,-0.5
"6988","L1 39","gp",2,"d","!","{The_baby}",1,1894,"L1",0.5,0.5
"6991","L1 39","gp",4,"b","!","{The_two_children_hugged_each_other}",1,3038,"L1",-0.5,0.5
"7001","L1 39","gp",3,"a","!","{The_two_journalists_met_each_other}",1,2703,"L1",-0.5,-0.5
"7008","L1 39","gp",5,"c","!","{The_boy}",1,1542,"L1",0.5,-0.5
"7019","L1 39","gp",20,"b","!","{The_two_friends_met_each_other}",1,2207,"L1",-0.5,0.5
"7039","L1 40","gp",8,"c","!","{The_boy}",1,1606,"L1",0.5,-0.5
"7049","L1 40","gp",11,"b","!","{The_lady_woke_herself_up}",1,4474,"L1",-0.5,0.5
"7066","L1 40","gp",7,"b","!","{The_man_woke_himself_up}",1,3989,"L1",-0.5,0.5
"7078","L1 40","gp",23,"b","!","{The_mother_washed_the_child}",0,5463,"L1",-0.5,0.5
"7086","L1 40","gp",14,"a","!","{The_doctor_woke_himself_up}",1,4491,"L1",-0.5,-0.5
"7090","L1 40","gp",22,"a","!","{The_two_footballers_fought_each_other}",1,3614,"L1",-0.5,-0.5
"7098","L1 40","gp",17,"d","!","{The_terrorist}",1,1580,"L1",0.5,0.5
"7105","L1 40","gp",6,"a","!","{The_two_kids_fought_each_other}",1,2555,"L1",-0.5,-0.5
"7111","L1 40","gp",18,"a","!","{The_father_washed_the_baby}",0,2513,"L1",-0.5,-0.5
"7129","L1 40","gp",4,"c","!","{The_two_children}",0,2080,"L1",0.5,-0.5
"7139","L1 40","gp",12,"c","!","{The_baby}",1,5614,"L1",0.5,-0.5
"7145","L1 40","gp",9,"d","!","{The_singer}",1,1620,"L1",0.5,0.5
"7150","L1 40","gp",20,"c","!","{The_two_friends}",0,2478,"L1",0.5,-0.5
"7153","L1 40","gp",16,"c","!","{The_researcher}",0,3490,"L1",0.5,-0.5
"7156","L1 40","gp",10,"a","!","{The_two_soldiers_fought_the_General}",0,3684,"L1",-0.5,-0.5
"7159","L1 40","gp",13,"d","!","{The_boy}",1,2396,"L1",0.5,0.5
"7166","L1 40","gp",19,"b","!","{The_coach_calmed_himself_down}",1,6940,"L1",-0.5,0.5
"7170","L1 40","gp",5,"d","!","{The_boy}",1,1783,"L1",0.5,0.5
"7174","L1 40","gp",24,"c","!","{The_actresses}",0,3755,"L1",0.5,-0.5
"7178","L1 40","gp",15,"b","!","{The_aunt_dressed_herself}",1,2874,"L1",-0.5,0.5
"7182","L1 40","gp",1,"d","!","{The_lawyer}",0,3494,"L1",0.5,0.5
"7188","L1 40","gp",21,"d","!","{The_child}",1,1501,"L1",0.5,0.5
"7194","L1 40","gp",2,"a","!","{The_mother_dressed_the_baby}",0,1749,"L1",-0.5,-0.5
"7198","L1 40","gp",3,"b","!","{The_two_journalists_met_each_other}",1,3680,"L1",-0.5,0.5
