"","subject","type","item","condition","question","correct_answer","response","rt","group","clause_q","ambiguity"
"16","L1 1","gp",14,"b","!","{The_doctor_woke_himself_up}",1,3844,"L1",-0.5,0.5
"23","L1 1","gp",3,"c","!","{The_president}",1,1844,"L1",0.5,-0.5
"29","L1 1","gp",4,"d","!","{The_friend}",1,2138,"L1",0.5,0.5
"33","L1 1","gp",7,"c","!","{The_lady}",1,1510,"L1",0.5,-0.5
"62","L1 1","gp",9,"a","!","{The_pianist_calmed_himself_down}",1,3042,"L1",-0.5,-0.5
"68","L1 1","gp",6,"b","!","{The_two_kids_fought_each_other}",1,3319,"L1",-0.5,0.5
"75","L1 1","gp",5,"a","!","{The_father_washed_the_boy}",0,2108,"L1",-0.5,-0.5
"89","L1 1","gp",20,"d","!","{The_man}",1,1897,"L1",0.5,0.5
"92","L1 1","gp",19,"c","!","{The_basketball_player}",1,2853,"L1",0.5,-0.5
"100","L1 1","gp",17,"a","!","{The_two_men_fought_each_other}",1,3400,"L1",-0.5,-0.5
"106","L1 1","gp",2,"b","!","{The_mother_dressed_herself}",1,3563,"L1",-0.5,0.5
"112","L1 1","gp",12,"d","!","{The_baby}",1,1747,"L1",0.5,0.5
"116","L1 1","gp",18,"b","!","{The_father_washed_himself}",1,2748,"L1",-0.5,0.5
"126","L1 1","gp",1,"a","!","{The_lawyer_calmed_himself_down}",1,4765,"L1",-0.5,-0.5
"130","L1 1","gp",10,"b","!","{The_two_soldiers_fought_each_other}",1,3444,"L1",-0.5,0.5
"133","L1 1","gp",11,"c","!","{The_friend}",1,1691,"L1",0.5,-0.5
"136","L1 1","gp",13,"a","!","{The_girl_calmed_herself_down}",1,1904,"L1",-0.5,-0.5
"140","L1 1","gp",24,"d","!","{The_director}",1,2375,"L1",0.5,0.5
"144","L1 1","gp",16,"d","!","{The_assistant}",1,1960,"L1",0.5,0.5
"147","L1 1","gp",21,"a","!","{Anna_dressed_herself}",1,1626,"L1",-0.5,-0.5
"151","L1 1","gp",22,"b","!","{The_two_footballers_fought_each_other}",1,2226,"L1",-0.5,0.5
"159","L1 1","gp",15,"c","!","{The_boy}",1,3248,"L1",0.5,-0.5
"171","L1 1","gp",23,"c","!","{The_child}",1,4003,"L1",0.5,-0.5
"175","L1 1","gp",8,"d","!","{The_boy}",1,1513,"L1",0.5,0.5
"195","L1 2","gp",16,"a","!","{The_researcher_woke_himself_up}",1,3657,"L1",-0.5,-0.5
"202","L1 2","gp",17,"b","!","{The_two_men_fought_each_other}",1,2911,"L1",-0.5,0.5
"209","L1 2","gp",4,"a","!","{The_two_children_hugged_their_friend}",0,2561,"L1",-0.5,-0.5
"217","L1 2","gp",15,"d","!","{The_boy}",1,1028,"L1",0.5,0.5
"223","L1 2","gp",2,"c","!","{The_mother}",0,2794,"L1",0.5,-0.5
"230","L1 2","gp",10,"c","!","{The_two_soldiers}",0,1124,"L1",0.5,-0.5
"241","L1 2","gp",6,"c","!","{The_neighbour}",1,972,"L1",0.5,-0.5
"247","L1 2","gp",19,"d","!","{The_basketball_player}",1,1542,"L1",0.5,0.5
"261","L1 2","gp",20,"a","!","{The_two_friends_met_each_other}",1,2585,"L1",-0.5,-0.5
"265","L1 2","gp",14,"c","!","{The_nurse}",1,1586,"L1",0.5,-0.5
"269","L1 2","gp",8,"a","!","{Mary_dressed_the_boy}",0,1956,"L1",-0.5,-0.5
"275","L1 2","gp",1,"b","!","{The_lawyer_calmed_himself_down}",1,2505,"L1",-0.5,0.5
"286","L1 2","gp",12,"a","!","{The_nurse_washed_the_baby}",0,2174,"L1",-0.5,-0.5
"289","L1 2","gp",24,"a","!","{The_two_actresses_met_the_director}",0,2652,"L1",-0.5,-0.5
"293","L1 2","gp",3,"d","!","{The_president}",1,1444,"L1",0.5,0.5
"297","L1 2","gp",23,"d","!","{The_child}",1,1108,"L1",0.5,0.5
"307","L1 2","gp",9,"b","!","{The_pianist_calmed_himself_down}",1,3468,"L1",-0.5,0.5
"314","L1 2","gp",5,"b","!","{The_father_washed_himself}",1,1921,"L1",-0.5,0.5
"324","L1 2","gp",11,"d","!","{The_friend}",1,1136,"L1",0.5,0.5
"342","L1 2","gp",21,"b","!","{Anna_dressed_herself}",1,1236,"L1",-0.5,0.5
"345","L1 2","gp",18,"c","!","{The_baby}",1,2386,"L1",0.5,-0.5
"348","L1 2","gp",22,"c","!","{The_coach}",1,2255,"L1",0.5,-0.5
"352","L1 2","gp",13,"b","!","{The_girl_calmed_herself_down}",1,1454,"L1",-0.5,0.5
"359","L1 2","gp",7,"d","!","{The_lady}",1,953,"L1",0.5,0.5
"379","L1 3","gp",4,"b","!","{The_two_children_hugged_each_other}",1,4729,"L1",-0.5,0.5
"382","L1 3","gp",20,"b","!","{The_two_friends_met_each_other}",1,3223,"L1",-0.5,0.5
"394","L1 3","gp",12,"b","!","{The_nurse_washed_herself}",1,3367,"L1",-0.5,0.5
"401","L1 3","gp",18,"d","!","{The_baby}",1,1989,"L1",0.5,0.5
"405","L1 3","gp",22,"d","!","{The_coach}",1,2556,"L1",0.5,0.5
"409","L1 3","gp",9,"c","!","{The_pianist}",0,12669,"L1",0.5,-0.5
"412","L1 3","gp",6,"d","!","{The_neighbour}",1,1922,"L1",0.5,0.5
"427","L1 3","gp",13,"c","!","{The_boy}",1,1870,"L1",0.5,-0.5
"430","L1 3","gp",24,"b","!","{The_two_actresses_met_each_other}",1,2743,"L1",-0.5,0.5
"436","L1 3","gp",15,"a","!","{The_aunt_dressed_herself}",1,2633,"L1",-0.5,-0.5
"448","L1 3","gp",23,"a","!","{The_mother_washed_herself}",1,1790,"L1",-0.5,-0.5
"456","L1 3","gp",1,"c","!","{The_man}",1,1631,"L1",0.5,-0.5
"471","L1 3","gp",14,"d","!","{The_nurse}",1,1757,"L1",0.5,0.5
"478","L1 3","gp",7,"a","!","{The_man_woke_himself_up}",1,3518,"L1",-0.5,-0.5
"482","L1 3","gp",16,"b","!","{The_researcher_woke_himself_up}",1,2973,"L1",-0.5,0.5
"499","L1 3","gp",11,"a","!","{The_lady_woke_herself_up}",1,2909,"L1",-0.5,-0.5
"502","L1 3","gp",21,"c","!","{The_child}",1,2411,"L1",0.5,-0.5
"508","L1 3","gp",19,"a","!","{The_coach_calmed_himself_down}",1,3495,"L1",-0.5,-0.5
"519","L1 3","gp",5,"c","!","{The_boy}",1,3324,"L1",0.5,-0.5
"525","L1 3","gp",3,"a","!","{The_two_journalists_met_each_other}",1,2618,"L1",-0.5,-0.5
"529","L1 3","gp",10,"d","!","{The_General}",1,2177,"L1",0.5,0.5
"532","L1 3","gp",17,"c","!","{The_terrorist}",1,2360,"L1",0.5,-0.5
"535","L1 3","gp",8,"b","!","{Mary_dressed_herself}",1,3633,"L1",-0.5,0.5
"538","L1 3","gp",2,"d","!","{The_baby}",1,1910,"L1",0.5,0.5
"559","L1 4","gp",11,"b","!","{The_lady_woke_herself_up}",1,2515,"L1",-0.5,0.5
"562","L1 4","gp",12,"c","!","{The_baby}",1,1212,"L1",0.5,-0.5
"571","L1 4","gp",21,"d","!","{The_child}",1,1585,"L1",0.5,0.5
"574","L1 4","gp",24,"c","!","{The_actresses}",0,2472,"L1",0.5,-0.5
"578","L1 4","gp",17,"d","!","{The_terrorist}",1,1088,"L1",0.5,0.5
"585","L1 4","gp",6,"a","!","{The_two_kids_fought_each_other}",1,2739,"L1",-0.5,-0.5
"595","L1 4","gp",4,"c","!","{The_friend}",1,1058,"L1",0.5,-0.5
"599","L1 4","gp",16,"c","!","{The_assistant}",1,3170,"L1",0.5,-0.5
"603","L1 4","gp",2,"a","!","{The_mother_dressed_the_baby}",0,1869,"L1",-0.5,-0.5
"607","L1 4","gp",15,"b","!","{The_aunt_dressed_herself}",1,1286,"L1",-0.5,0.5
"614","L1 4","gp",8,"c","!","{The_boy}",1,2749,"L1",0.5,-0.5
"628","L1 4","gp",14,"a","!","{The_doctor_woke_himself_up}",1,1580,"L1",-0.5,-0.5
"632","L1 4","gp",23,"b","!","{The_mother_washed_the_child}",0,3461,"L1",-0.5,0.5
"638","L1 4","gp",13,"d","!","{The_boy}",1,1443,"L1",0.5,0.5
"645","L1 4","gp",22,"a","!","{The_two_footballers_fought_each_other}",1,2300,"L1",-0.5,-0.5
"652","L1 4","gp",7,"b","!","{The_man_woke_himself_up}",1,1120,"L1",-0.5,0.5
"656","L1 4","gp",1,"d","!","{The_man}",1,1064,"L1",0.5,0.5
"663","L1 4","gp",20,"c","!","{The_man}",1,2021,"L1",0.5,-0.5
"670","L1 4","gp",3,"b","!","{The_two_journalists_met_each_other}",1,2919,"L1",-0.5,0.5
"673","L1 4","gp",9,"d","!","{The_singer}",1,1267,"L1",0.5,0.5
"688","L1 4","gp",10,"a","!","{The_two_soldiers_fought_each_other}",1,2556,"L1",-0.5,-0.5
"694","L1 4","gp",18,"a","!","{The_father_washed_the_baby}",0,1469,"L1",-0.5,-0.5
"701","L1 4","gp",5,"d","!","{The_boy}",1,1838,"L1",0.5,0.5
"708","L1 4","gp",19,"b","!","{The_coach_calmed_himself_down}",1,2314,"L1",-0.5,0.5
"738","L1 5","gp",19,"c","!","{The_basketball_player}",1,2411,"L1",0.5,-0.5
"747","L1 5","gp",4,"d","!","{The_friend}",1,1865,"L1",0.5,0.5
"750","L1 5","gp",7,"c","!","{The_lady}",1,1604,"L1",0.5,-0.5
"757","L1 5","gp",16,"d","!","{The_assistant}",1,4299,"L1",0.5,0.5
"765","L1 5","gp",1,"a","!","{The_lawyer_calmed_himself_down}",1,2875,"L1",-0.5,-0.5
"771","L1 5","gp",2,"b","!","{The_mother_dressed_the_baby}",0,3629,"L1",-0.5,0.5
"778","L1 5","gp",3,"c","!","{The_president}",1,1976,"L1",0.5,-0.5
"781","L1 5","gp",18,"b","!","{The_father_washed_the_baby}",0,3630,"L1",-0.5,0.5
"791","L1 5","gp",23,"c","!","{The_mother}",0,2373,"L1",0.5,-0.5
"798","L1 5","gp",21,"a","!","{Anna_dressed_the_child}",0,1624,"L1",-0.5,-0.5
"808","L1 5","gp",13,"a","!","{The_girl_calmed_the_boy_down}",0,3354,"L1",-0.5,-0.5
"820","L1 5","gp",8,"d","!","{The_boy}",1,2142,"L1",0.5,0.5
"823","L1 5","gp",15,"c","!","{The_aunt}",0,1437,"L1",0.5,-0.5
"827","L1 5","gp",14,"b","!","{The_doctor_woke_himself_up}",1,3330,"L1",-0.5,0.5
"835","L1 5","gp",24,"d","!","{The_actresses}",0,3337,"L1",0.5,0.5
"842","L1 5","gp",6,"b","!","{The_two_kids_fought_each_other}",1,3234,"L1",-0.5,0.5
"845","L1 5","gp",22,"b","!","{The_two_footballers_fought_each_other}",1,2809,"L1",-0.5,0.5
"853","L1 5","gp",11,"c","!","{The_lady}",0,2132,"L1",0.5,-0.5
"864","L1 5","gp",10,"b","!","{The_two_soldiers_fought_each_other}",1,2597,"L1",-0.5,0.5
"873","L1 5","gp",17,"a","!","{The_two_men_fought_each_other}",1,2285,"L1",-0.5,-0.5
"877","L1 5","gp",5,"a","!","{The_father_washed_the_boy}",0,1943,"L1",-0.5,-0.5
"885","L1 5","gp",9,"a","!","{The_pianist_calmed_the_singer_down}",0,3653,"L1",-0.5,-0.5
"888","L1 5","gp",20,"d","!","{The_man}",1,1902,"L1",0.5,0.5
"898","L1 5","gp",12,"d","!","{The_baby}",1,2848,"L1",0.5,0.5
"915","L1 6","gp",5,"b","!","{The_father_washed_himself}",1,4095,"L1",-0.5,0.5
"919","L1 6","gp",11,"d","!","{The_friend}",1,1612,"L1",0.5,0.5
"932","L1 6","gp",6,"c","!","{The_neighbour}",1,1813,"L1",0.5,-0.5
"942","L1 6","gp",2,"c","!","{The_baby}",1,2120,"L1",0.5,-0.5
"945","L1 6","gp",10,"c","!","{The_General}",1,2816,"L1",0.5,-0.5
"948","L1 6","gp",17,"b","!","{The_two_men_fought_each_other}",1,3729,"L1",-0.5,0.5
"955","L1 6","gp",15,"d","!","{The_boy}",1,1811,"L1",0.5,0.5
"963","L1 6","gp",20,"a","!","{The_two_friends_met_the_man}",0,3125,"L1",-0.5,-0.5
"970","L1 6","gp",3,"d","!","{The_president}",1,1585,"L1",0.5,0.5
"973","L1 6","gp",9,"b","!","{The_pianist_calmed_himself_down}",1,3398,"L1",-0.5,0.5
"984","L1 6","gp",7,"d","!","{The_lady}",1,2098,"L1",0.5,0.5
"992","L1 6","gp",24,"a","!","{The_two_actresses_met_the_director}",0,2534,"L1",-0.5,-0.5
"998","L1 6","gp",12,"a","!","{The_nurse_washed_the_baby}",0,3563,"L1",-0.5,-0.5
"1001","L1 6","gp",13,"b","!","{The_girl_calmed_herself_down}",1,2873,"L1",-0.5,0.5
"1015","L1 6","gp",8,"a","!","{Mary_dressed_the_boy}",0,2478,"L1",-0.5,-0.5
"1019","L1 6","gp",16,"a","!","{The_researcher_woke_the_assistant_up}",0,2823,"L1",-0.5,-0.5
"1022","L1 6","gp",14,"c","!","{The_doctor}",0,2617,"L1",0.5,-0.5
"1029","L1 6","gp",4,"a","!","{The_two_children_hugged_their_friend}",0,3084,"L1",-0.5,-0.5
"1033","L1 6","gp",23,"d","!","{The_child}",1,1661,"L1",0.5,0.5
"1050","L1 6","gp",1,"b","!","{The_lawyer_calmed_himself_down}",1,2582,"L1",-0.5,0.5
"1054","L1 6","gp",22,"c","!","{The_coach}",1,1860,"L1",0.5,-0.5
"1068","L1 6","gp",18,"c","!","{The_baby}",1,5989,"L1",0.5,-0.5
"1075","L1 6","gp",19,"d","!","{The_basketball_player}",1,1552,"L1",0.5,0.5
"1079","L1 6","gp",21,"b","!","{Anna_dressed_herself}",1,2601,"L1",-0.5,0.5
"1096","L1 7","gp",3,"a","!","{The_two_journalists_met_the_president}",0,2964,"L1",-0.5,-0.5
"1100","L1 7","gp",17,"c","!","{The_terrorist}",1,2381,"L1",0.5,-0.5
"1105","L1 7","gp",4,"b","!","{The_two_children_hugged_each_other}",1,2833,"L1",-0.5,0.5
"1112","L1 7","gp",18,"d","!","{The_baby}",1,1646,"L1",0.5,0.5
"1115","L1 7","gp",13,"c","!","{The_boy}",1,1324,"L1",0.5,-0.5
"1118","L1 7","gp",22,"d","!","{The_coach}",1,1700,"L1",0.5,0.5
"1132","L1 7","gp",1,"c","!","{The_lawyer}",0,2661,"L1",0.5,-0.5
"1138","L1 7","gp",7,"a","!","{The_man_woke_himself_up}",1,4372,"L1",-0.5,-0.5
"1145","L1 7","gp",5,"c","!","{The_father}",0,3607,"L1",0.5,-0.5
"1149","L1 7","gp",19,"a","!","{The_coach_calmed_himself_down}",1,3700,"L1",-0.5,-0.5
"1157","L1 7","gp",11,"a","!","{The_lady_woke_herself_up}",1,2960,"L1",-0.5,-0.5
"1164","L1 7","gp",9,"c","!","{The_pianist}",0,2553,"L1",0.5,-0.5
"1172","L1 7","gp",15,"a","!","{The_aunt_dressed_the_boy}",0,2322,"L1",-0.5,-0.5
"1179","L1 7","gp",12,"b","!","{The_nurse_washed_herself}",1,4266,"L1",-0.5,0.5
"1186","L1 7","gp",23,"a","!","{The_mother_washed_the_child}",0,2185,"L1",-0.5,-0.5
"1204","L1 7","gp",6,"d","!","{The_neighbour}",1,2836,"L1",0.5,0.5
"1207","L1 7","gp",10,"d","!","{The_General}",1,2029,"L1",0.5,0.5
"1214","L1 7","gp",16,"b","!","{The_researcher_woke_himself_up}",1,1738,"L1",-0.5,0.5
"1220","L1 7","gp",2,"d","!","{The_baby}",1,2359,"L1",0.5,0.5
"1224","L1 7","gp",8,"b","!","{Mary_dressed_herself}",1,2836,"L1",-0.5,0.5
"1231","L1 7","gp",21,"c","!","{The_child}",1,5031,"L1",0.5,-0.5
"1238","L1 7","gp",14,"d","!","{The_nurse}",1,2369,"L1",0.5,0.5
"1245","L1 7","gp",24,"b","!","{The_two_actresses_met_each_other}",1,5812,"L1",-0.5,0.5
"1248","L1 7","gp",20,"b","!","{The_two_friends_met_each_other}",1,2375,"L1",-0.5,0.5
"1280","L1 8","gp",23,"b","!","{The_mother_washed_herself}",1,3574,"L1",-0.5,0.5
"1285","L1 8","gp",24,"c","!","{The_actresses}",0,2478,"L1",0.5,-0.5
"1291","L1 8","gp",7,"b","!","{The_man_woke_himself_up}",1,4532,"L1",-0.5,0.5
"1294","L1 8","gp",4,"c","!","{The_two_children}",0,1941,"L1",0.5,-0.5
"1301","L1 8","gp",5,"d","!","{The_boy}",1,2185,"L1",0.5,0.5
"1308","L1 8","gp",13,"d","!","{The_boy}",1,1881,"L1",0.5,0.5
"1315","L1 8","gp",2,"a","!","{The_mother_dressed_the_baby}",0,2367,"L1",-0.5,-0.5
"1319","L1 8","gp",15,"b","!","{The_aunt_dressed_the_boy}",0,1798,"L1",-0.5,0.5
"1333","L1 8","gp",9,"d","!","{The_singer}",1,1554,"L1",0.5,0.5
"1343","L1 8","gp",11,"b","!","{The_lady_woke_herself_up}",1,5442,"L1",-0.5,0.5
"1350","L1 8","gp",19,"b","!","{The_coach_calmed_the_basketball_player_down}",0,3762,"L1",-0.5,0.5
"1354","L1 8","gp",12,"c","!","{The_nurse}",0,4455,"L1",0.5,-0.5
"1357","L1 8","gp",3,"b","!","{The_two_journalists_met_each_other}",1,9266,"L1",-0.5,0.5
"1364","L1 8","gp",10,"a","!","{The_two_soldiers_fought_the_General}",0,3592,"L1",-0.5,-0.5
"1370","L1 8","gp",17,"d","!","{The_terrorist}",1,2585,"L1",0.5,0.5
"1382","L1 8","gp",16,"c","!","{The_assistant}",1,2231,"L1",0.5,-0.5
"1389","L1 8","gp",18,"a","!","{The_father_washed_the_baby}",0,3121,"L1",-0.5,-0.5
"1392","L1 8","gp",8,"c","!","{Mary}",0,3689,"L1",0.5,-0.5
"1402","L1 8","gp",22,"a","!","{The_two_footballers_fought_the_coach}",0,2801,"L1",-0.5,-0.5
"1410","L1 8","gp",14,"a","!","{The_doctor_woke_himself_up}",1,3341,"L1",-0.5,-0.5
"1413","L1 8","gp",21,"d","!","{The_child}",1,2050,"L1",0.5,0.5
"1424","L1 8","gp",1,"d","!","{The_lawyer}",0,3695,"L1",0.5,0.5
"1435","L1 8","gp",6,"a","!","{The_two_kids_fought_each_other}",1,4823,"L1",-0.5,-0.5
"1438","L1 8","gp",20,"c","!","{The_man}",1,1913,"L1",0.5,-0.5
"1456","L1 9","gp",6,"b","!","{The_two_kids_fought_each_other}",1,2559,"L1",-0.5,0.5
"1460","L1 9","gp",21,"a","!","{Anna_dressed_herself}",1,1804,"L1",-0.5,-0.5
"1467","L1 9","gp",11,"c","!","{The_friend}",1,1081,"L1",0.5,-0.5
"1470","L1 9","gp",9,"a","!","{The_pianist_calmed_the_singer_down}",0,2545,"L1",-0.5,-0.5
"1476","L1 9","gp",15,"c","!","{The_aunt}",0,1342,"L1",0.5,-0.5
"1482","L1 9","gp",24,"d","!","{The_director}",1,1031,"L1",0.5,0.5
"1490","L1 9","gp",19,"c","!","{The_basketball_player}",1,1442,"L1",0.5,-0.5
"1499","L1 9","gp",16,"d","!","{The_assistant}",1,1361,"L1",0.5,0.5
"1510","L1 9","gp",12,"d","!","{The_baby}",1,991,"L1",0.5,0.5
"1516","L1 9","gp",17,"a","!","{The_two_men_fought_the_terrorist}",0,2006,"L1",-0.5,-0.5
"1520","L1 9","gp",8,"d","!","{The_boy}",1,1512,"L1",0.5,0.5
"1529","L1 9","gp",23,"c","!","{The_child}",1,1537,"L1",0.5,-0.5
"1532","L1 9","gp",10,"b","!","{The_two_soldiers_fought_the_General}",0,2253,"L1",-0.5,0.5
"1540","L1 9","gp",2,"b","!","{The_mother_dressed_the_baby}",0,1618,"L1",-0.5,0.5
"1551","L1 9","gp",14,"b","!","{The_doctor_woke_himself_up}",1,2493,"L1",-0.5,0.5
"1561","L1 9","gp",20,"d","!","{The_man}",1,997,"L1",0.5,0.5
"1569","L1 9","gp",3,"c","!","{The_president}",1,1886,"L1",0.5,-0.5
"1572","L1 9","gp",22,"b","!","{The_two_footballers_fought_each_other}",1,1771,"L1",-0.5,0.5
"1590","L1 9","gp",4,"d","!","{The_friend}",1,1115,"L1",0.5,0.5
"1598","L1 9","gp",18,"b","!","{The_father_washed_himself}",1,2599,"L1",-0.5,0.5
"1604","L1 9","gp",1,"a","!","{The_lawyer_calmed_himself_down}",1,2493,"L1",-0.5,-0.5
"1607","L1 9","gp",5,"a","!","{The_father_washed_himself}",1,2032,"L1",-0.5,-0.5
"1611","L1 9","gp",7,"c","!","{The_lady}",1,1527,"L1",0.5,-0.5
"1615","L1 9","gp",13,"a","!","{The_girl_calmed_herself_down}",1,2094,"L1",-0.5,-0.5
"1635","L1 10","gp",23,"d","!","{The_child}",1,1145,"L1",0.5,0.5
"1638","L1 10","gp",19,"d","!","{The_basketball_player}",1,1567,"L1",0.5,0.5
"1645","L1 10","gp",1,"b","!","{The_lawyer_calmed_the_man_down}",0,5345,"L1",-0.5,0.5
"1648","L1 10","gp",13,"b","!","{The_girl_calmed_herself_down}",1,2692,"L1",-0.5,0.5
"1655","L1 10","gp",11,"d","!","{The_friend}",1,1070,"L1",0.5,0.5
"1663","L1 10","gp",3,"d","!","{The_president}",1,1148,"L1",0.5,0.5
"1670","L1 10","gp",20,"a","!","{The_two_friends_met_each_other}",1,4235,"L1",-0.5,-0.5
"1683","L1 10","gp",7,"d","!","{The_lady}",1,1975,"L1",0.5,0.5
"1695","L1 10","gp",5,"b","!","{The_father_washed_the_boy}",0,3080,"L1",-0.5,0.5
"1698","L1 10","gp",18,"c","!","{The_father}",0,3058,"L1",0.5,-0.5
"1705","L1 10","gp",10,"c","!","{The_two_soldiers}",0,2028,"L1",0.5,-0.5
"1708","L1 10","gp",24,"a","!","{The_two_actresses_met_the_director}",0,2750,"L1",-0.5,-0.5
"1712","L1 10","gp",9,"b","!","{The_pianist_calmed_himself_down}",1,2257,"L1",-0.5,0.5
"1718","L1 10","gp",2,"c","!","{The_mother}",0,2365,"L1",0.5,-0.5
"1726","L1 10","gp",12,"a","!","{The_nurse_washed_the_baby}",0,2029,"L1",-0.5,-0.5
"1730","L1 10","gp",17,"b","!","{The_two_men_fought_the_terrorist}",0,2398,"L1",-0.5,0.5
"1734","L1 10","gp",22,"c","!","{The_two_footballers}",0,1531,"L1",0.5,-0.5
"1741","L1 10","gp",16,"a","!","{The_researcher_woke_himself_up}",1,2310,"L1",-0.5,-0.5
"1748","L1 10","gp",4,"a","!","{The_two_children_hugged_their_friend}",0,1955,"L1",-0.5,-0.5
"1763","L1 10","gp",8,"a","!","{Mary_dressed_herself}",1,1226,"L1",-0.5,-0.5
"1771","L1 10","gp",15,"d","!","{The_boy}",1,1730,"L1",0.5,0.5
"1781","L1 10","gp",6,"c","!","{The_two_kids}",0,2253,"L1",0.5,-0.5
"1795","L1 10","gp",21,"b","!","{Anna_dressed_herself}",1,1352,"L1",-0.5,0.5
"1798","L1 10","gp",14,"c","!","{The_nurse}",1,2379,"L1",0.5,-0.5
"1816","L1 11","gp",19,"a","!","{The_coach_calmed_the_basketball_player_down}",0,3984,"L1",-0.5,-0.5
"1822","L1 11","gp",11,"a","!","{The_lady_woke_herself_up}",1,4866,"L1",-0.5,-0.5
"1828","L1 11","gp",7,"a","!","{The_man_woke_the_lady_up}",0,2610,"L1",-0.5,-0.5
"1838","L1 11","gp",8,"b","!","{Mary_dressed_herself}",1,2699,"L1",-0.5,0.5
"1849","L1 11","gp",14,"d","!","{The_nurse}",1,1387,"L1",0.5,0.5
"1857","L1 11","gp",12,"b","!","{The_nurse_washed_herself}",1,2977,"L1",-0.5,0.5
"1860","L1 11","gp",15,"a","!","{The_aunt_dressed_the_boy}",0,1478,"L1",-0.5,-0.5
"1868","L1 11","gp",24,"b","!","{The_two_actresses_met_each_other}",1,2971,"L1",-0.5,0.5
"1874","L1 11","gp",13,"c","!","{The_boy}",1,2940,"L1",0.5,-0.5
"1877","L1 11","gp",23,"a","!","{The_mother_washed_herself}",1,3488,"L1",-0.5,-0.5
"1881","L1 11","gp",16,"b","!","{The_researcher_woke_himself_up}",1,4928,"L1",-0.5,0.5
"1885","L1 11","gp",9,"c","!","{The_singer}",1,1546,"L1",0.5,-0.5
"1892","L1 11","gp",17,"c","!","{The_terrorist}",1,1470,"L1",0.5,-0.5
"1898","L1 11","gp",22,"d","!","{The_coach}",1,1795,"L1",0.5,0.5
"1901","L1 11","gp",5,"c","!","{The_father}",0,2136,"L1",0.5,-0.5
"1905","L1 11","gp",21,"c","!","{The_child}",1,1477,"L1",0.5,-0.5
"1915","L1 11","gp",18,"d","!","{The_baby}",1,1461,"L1",0.5,0.5
"1926","L1 11","gp",1,"c","!","{The_man}",1,4194,"L1",0.5,-0.5
"1937","L1 11","gp",20,"b","!","{The_two_friends_met_each_other}",1,2358,"L1",-0.5,0.5
"1946","L1 11","gp",10,"d","!","{The_General}",1,2523,"L1",0.5,0.5
"1949","L1 11","gp",4,"b","!","{The_two_children_hugged_each_other}",1,2177,"L1",-0.5,0.5
"1957","L1 11","gp",2,"d","!","{The_baby}",1,3624,"L1",0.5,0.5
"1967","L1 11","gp",3,"a","!","{The_two_journalists_met_the_president}",0,2202,"L1",-0.5,-0.5
"1978","L1 11","gp",6,"d","!","{The_neighbour}",1,1573,"L1",0.5,0.5
"1995","L1 12","gp",13,"d","!","{The_boy}",1,3244,"L1",0.5,0.5
"1998","L1 12","gp",5,"d","!","{The_boy}",1,2107,"L1",0.5,0.5
"2005","L1 12","gp",1,"d","!","{The_man}",1,1893,"L1",0.5,0.5
"2011","L1 12","gp",3,"b","!","{The_two_journalists_met_the_president}",0,4333,"L1",-0.5,0.5
"2018","L1 12","gp",10,"a","!","{The_two_soldiers_fought_each_other}",1,3907,"L1",-0.5,-0.5
"2027","L1 12","gp",23,"b","!","{The_mother_washed_the_child}",0,4047,"L1",-0.5,0.5
"2034","L1 12","gp",19,"b","!","{The_coach_calmed_himself_down}",1,4350,"L1",-0.5,0.5
"2038","L1 12","gp",2,"a","!","{The_mother_dressed_the_baby}",0,2880,"L1",-0.5,-0.5
"2061","L1 12","gp",22,"a","!","{The_two_footballers_fought_each_other}",1,3825,"L1",-0.5,-0.5
"2069","L1 12","gp",20,"c","!","{The_man}",1,1715,"L1",0.5,-0.5
"2073","L1 12","gp",11,"b","!","{The_lady_woke_herself_up}",1,4033,"L1",-0.5,0.5
"2080","L1 12","gp",24,"c","!","{The_actresses}",0,2325,"L1",0.5,-0.5
"2087","L1 12","gp",18,"a","!","{The_father_washed_the_baby}",0,2325,"L1",-0.5,-0.5
"2094","L1 12","gp",4,"c","!","{The_two_children}",0,2993,"L1",0.5,-0.5
"2111","L1 12","gp",7,"b","!","{The_man_woke_himself_up}",1,2895,"L1",-0.5,0.5
"2114","L1 12","gp",8,"c","!","{Mary}",0,3289,"L1",0.5,-0.5
"2118","L1 12","gp",16,"c","!","{The_assistant}",1,3541,"L1",0.5,-0.5
"2121","L1 12","gp",14,"a","!","{The_doctor_woke_the_nurse_up}",0,2143,"L1",-0.5,-0.5
"2131","L1 12","gp",21,"d","!","{The_child}",1,2202,"L1",0.5,0.5
"2135","L1 12","gp",17,"d","!","{The_terrorist}",1,1418,"L1",0.5,0.5
"2138","L1 12","gp",12,"c","!","{The_baby}",1,1664,"L1",0.5,-0.5
"2146","L1 12","gp",6,"a","!","{The_two_kids_fought_each_other}",1,2696,"L1",-0.5,-0.5
"2153","L1 12","gp",9,"d","!","{The_singer}",1,1565,"L1",0.5,0.5
"2159","L1 12","gp",15,"b","!","{The_aunt_dressed_herself}",1,3577,"L1",-0.5,0.5
"2176","L1 13","gp",24,"d","!","{The_director}",1,1383,"L1",0.5,0.5
"2180","L1 13","gp",12,"d","!","{The_baby}",1,1629,"L1",0.5,0.5
"2191","L1 13","gp",4,"d","!","{The_friend}",1,1616,"L1",0.5,0.5
