"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation","trimmed_nozero"
"26881",-0.5,"L1 1",38,"spillover2","tt","spillover2 tt",6,0,956,956,0.5,-0.5,956
"26883",-0.5,"L1 1",39,"spillover2","tt","spillover2 tt",7,0,875,875,-0.5,0.5,875
"26885",-0.5,"L1 1",26,"spillover2","tt","spillover2 tt",6,0,688,688,0.5,-0.5,688
"26887",-0.5,"L1 1",34,"spillover2","tt","spillover2 tt",6,0,862,862,0.5,-0.5,862
"26889",-0.5,"L1 1",46,"spillover2","tt","spillover2 tt",6,0,1303,1303,0.5,-0.5,1303
"26891",-0.5,"L1 1",29,"spillover2","tt","spillover2 tt",5,0,877,877,-0.5,-0.5,877
"26893",-0.5,"L1 1",36,"spillover2","tt","spillover2 tt",8,0,1921,1921,0.5,0.5,1921
"26895",-0.5,"L1 1",30,"spillover2","tt","spillover2 tt",6,0,727,727,0.5,-0.5,727
"26897",-0.5,"L1 1",40,"spillover2","tt","spillover2 tt",8,0,439,439,0.5,0.5,439
"26899",-0.5,"L1 1",33,"spillover2","tt","spillover2 tt",5,0,660,660,-0.5,-0.5,660
"26901",-0.5,"L1 1",43,"spillover2","tt","spillover2 tt",7,0,598,598,-0.5,0.5,598
"26903",-0.5,"L1 1",28,"spillover2","tt","spillover2 tt",8,0,572,572,0.5,0.5,572
"26905",-0.5,"L1 1",31,"spillover2","tt","spillover2 tt",7,0,600,600,-0.5,0.5,600
"26907",-0.5,"L1 1",45,"spillover2","tt","spillover2 tt",5,0,644,644,-0.5,-0.5,644
"26909",-0.5,"L1 1",25,"spillover2","tt","spillover2 tt",5,0,834,834,-0.5,-0.5,834
"26911",-0.5,"L1 1",41,"spillover2","tt","spillover2 tt",5,0,2640,2640,-0.5,-0.5,2640
"26913",-0.5,"L1 1",42,"spillover2","tt","spillover2 tt",6,0,581,581,0.5,-0.5,581
"26915",-0.5,"L1 1",37,"spillover2","tt","spillover2 tt",5,0,1409,1409,-0.5,-0.5,1409
"26917",-0.5,"L1 1",32,"spillover2","tt","spillover2 tt",8,0,1200,1200,0.5,0.5,1200
"26919",-0.5,"L1 1",48,"spillover2","tt","spillover2 tt",8,0,1021,1021,0.5,0.5,1021
"26921",-0.5,"L1 1",47,"spillover2","tt","spillover2 tt",7,0,628,628,-0.5,0.5,628
"26923",-0.5,"L1 1",44,"spillover2","tt","spillover2 tt",8,0,1272,1272,0.5,0.5,1272
"26925",-0.5,"L1 1",27,"spillover2","tt","spillover2 tt",7,0,1065,1065,-0.5,0.5,1065
"26927",-0.5,"L1 1",35,"spillover2","tt","spillover2 tt",7,0,204,204,-0.5,0.5,204
"26929",-0.5,"L1 2",46,"spillover2","tt","spillover2 tt",7,0,1664,1664,-0.5,0.5,1664
"26931",-0.5,"L1 2",25,"spillover2","tt","spillover2 tt",6,0,889,889,0.5,-0.5,889
"26933",-0.5,"L1 2",39,"spillover2","tt","spillover2 tt",8,0,511,511,0.5,0.5,511
"26935",-0.5,"L1 2",38,"spillover2","tt","spillover2 tt",7,0,526,526,-0.5,0.5,526
"26937",-0.5,"L1 2",30,"spillover2","tt","spillover2 tt",7,0,408,408,-0.5,0.5,408
"26939",-0.5,"L1 2",27,"spillover2","tt","spillover2 tt",8,0,696,696,0.5,0.5,696
"26941",-0.5,"L1 2",29,"spillover2","tt","spillover2 tt",6,0,1090,1090,0.5,-0.5,1090
"26943",-0.5,"L1 2",33,"spillover2","tt","spillover2 tt",6,0,292,292,0.5,-0.5,292
"26945",-0.5,"L1 2",32,"spillover2","tt","spillover2 tt",5,0,1100,1100,-0.5,-0.5,1100
"26947",-0.5,"L1 2",43,"spillover2","tt","spillover2 tt",8,0,1185,1185,0.5,0.5,1185
"26949",-0.5,"L1 2",45,"spillover2","tt","spillover2 tt",6,0,226,226,0.5,-0.5,226
"26951",-0.5,"L1 2",48,"spillover2","tt","spillover2 tt",5,0,373,373,-0.5,-0.5,373
"26953",-0.5,"L1 2",47,"spillover2","tt","spillover2 tt",8,0,634,634,0.5,0.5,634
"26955",-0.5,"L1 2",31,"spillover2","tt","spillover2 tt",8,0,313,313,0.5,0.5,313
"26957",-0.5,"L1 2",26,"spillover2","tt","spillover2 tt",7,0,112,112,-0.5,0.5,112
"26959",-0.5,"L1 2",42,"spillover2","tt","spillover2 tt",7,0,818,818,-0.5,0.5,818
"26961",-0.5,"L1 2",36,"spillover2","tt","spillover2 tt",5,0,1220,1220,-0.5,-0.5,1220
"26963",-0.5,"L1 2",35,"spillover2","tt","spillover2 tt",8,0,602,602,0.5,0.5,602
"26965",-0.5,"L1 2",44,"spillover2","tt","spillover2 tt",5,0,341,341,-0.5,-0.5,341
"26967",-0.5,"L1 2",41,"spillover2","tt","spillover2 tt",6,0,1072,1072,0.5,-0.5,1072
"26969",-0.5,"L1 2",37,"spillover2","tt","spillover2 tt",6,0,1854,1854,0.5,-0.5,1854
"26971",-0.5,"L1 2",40,"spillover2","tt","spillover2 tt",5,0,402,402,-0.5,-0.5,402
"26973",-0.5,"L1 2",28,"spillover2","tt","spillover2 tt",5,0,414,414,-0.5,-0.5,414
"26975",-0.5,"L1 2",34,"spillover2","tt","spillover2 tt",7,0,374,374,-0.5,0.5,374
"26978",-0.5,"L1 3",34,"spillover2","tt","spillover2 tt",8,0,1084,1084,0.5,0.5,1084
"26980",-0.5,"L1 3",30,"spillover2","tt","spillover2 tt",8,0,2154,2154,0.5,0.5,2154
"26982",-0.5,"L1 3",38,"spillover2","tt","spillover2 tt",8,0,1775,1775,0.5,0.5,1775
"26984",-0.5,"L1 3",43,"spillover2","tt","spillover2 tt",5,0,1158,1158,-0.5,-0.5,1158
"26986",-0.5,"L1 3",47,"spillover2","tt","spillover2 tt",5,0,1982,1982,-0.5,-0.5,1982
"26988",-0.5,"L1 3",25,"spillover2","tt","spillover2 tt",7,0,1998,1998,-0.5,0.5,1998
"26990",-0.5,"L1 3",37,"spillover2","tt","spillover2 tt",7,0,790,790,-0.5,0.5,790
"26992",-0.5,"L1 3",40,"spillover2","tt","spillover2 tt",6,0,539,539,0.5,-0.5,539
"26994",-0.5,"L1 3",42,"spillover2","tt","spillover2 tt",8,0,1451,1451,0.5,0.5,1451
"26996",-0.5,"L1 3",33,"spillover2","tt","spillover2 tt",7,0,1222,1222,-0.5,0.5,1222
"26998",-0.5,"L1 3",39,"spillover2","tt","spillover2 tt",5,0,1118,1118,-0.5,-0.5,1118
"27000",-0.5,"L1 3",41,"spillover2","tt","spillover2 tt",7,0,566,566,-0.5,0.5,566
"27002",-0.5,"L1 3",27,"spillover2","tt","spillover2 tt",5,0,696,696,-0.5,-0.5,696
"27004",-0.5,"L1 3",29,"spillover2","tt","spillover2 tt",7,0,1306,1306,-0.5,0.5,1306
"27006",-0.5,"L1 3",46,"spillover2","tt","spillover2 tt",8,0,946,946,0.5,0.5,946
"27008",-0.5,"L1 3",28,"spillover2","tt","spillover2 tt",6,0,835,835,0.5,-0.5,835
"27010",-0.5,"L1 3",35,"spillover2","tt","spillover2 tt",5,0,799,799,-0.5,-0.5,799
"27012",-0.5,"L1 3",45,"spillover2","tt","spillover2 tt",7,0,931,931,-0.5,0.5,931
"27014",-0.5,"L1 3",32,"spillover2","tt","spillover2 tt",6,0,962,962,0.5,-0.5,962
"27016",-0.5,"L1 3",26,"spillover2","tt","spillover2 tt",8,0,962,962,0.5,0.5,962
"27018",-0.5,"L1 3",36,"spillover2","tt","spillover2 tt",6,0,1290,1290,0.5,-0.5,1290
"27020",-0.5,"L1 3",31,"spillover2","tt","spillover2 tt",5,0,817,817,-0.5,-0.5,817
"27022",-0.5,"L1 3",48,"spillover2","tt","spillover2 tt",6,0,586,586,0.5,-0.5,586
