"","X","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation","trimmed_nozero"
"1",1,-0.5,"L1 1",38,"disamb","fp","disamb fp",6,0,328,328,0.5,-0.5,328
"2",3,-0.5,"L1 1",39,"disamb","fp","disamb fp",7,1,0,NA,-0.5,0.5,NA
"3",5,-0.5,"L1 1",26,"disamb","fp","disamb fp",6,0,336,336,0.5,-0.5,336
"4",7,-0.5,"L1 1",34,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"5",9,-0.5,"L1 1",46,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"6",11,-0.5,"L1 1",29,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"7",13,-0.5,"L1 1",36,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"8",15,-0.5,"L1 1",30,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"9",17,-0.5,"L1 1",40,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"10",19,-0.5,"L1 1",33,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"11",21,-0.5,"L1 1",43,"disamb","fp","disamb fp",7,0,311,311,-0.5,0.5,311
"12",23,-0.5,"L1 1",28,"disamb","fp","disamb fp",8,0,375,375,0.5,0.5,375
"13",25,-0.5,"L1 1",31,"disamb","fp","disamb fp",7,1,0,NA,-0.5,0.5,NA
"14",27,-0.5,"L1 1",45,"disamb","fp","disamb fp",5,0,298,298,-0.5,-0.5,298
"15",29,-0.5,"L1 1",25,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"16",31,-0.5,"L1 1",41,"disamb","fp","disamb fp",5,0,252,252,-0.5,-0.5,252
"17",33,-0.5,"L1 1",42,"disamb","fp","disamb fp",6,0,682,682,0.5,-0.5,682
"18",35,-0.5,"L1 1",37,"disamb","fp","disamb fp",5,0,253,253,-0.5,-0.5,253
"19",37,-0.5,"L1 1",32,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"20",39,-0.5,"L1 1",48,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"21",41,-0.5,"L1 1",47,"disamb","fp","disamb fp",7,1,0,NA,-0.5,0.5,NA
"22",43,-0.5,"L1 1",44,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"23",45,-0.5,"L1 1",27,"disamb","fp","disamb fp",7,1,0,NA,-0.5,0.5,NA
"24",47,-0.5,"L1 1",35,"disamb","fp","disamb fp",7,0,201,201,-0.5,0.5,201
"25",49,-0.5,"L1 2",46,"disamb","fp","disamb fp",7,0,159,159,-0.5,0.5,159
"26",51,-0.5,"L1 2",25,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"27",53,-0.5,"L1 2",39,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"28",55,-0.5,"L1 2",38,"disamb","fp","disamb fp",7,0,329,329,-0.5,0.5,329
"29",57,-0.5,"L1 2",30,"disamb","fp","disamb fp",7,0,576,576,-0.5,0.5,576
"30",59,-0.5,"L1 2",27,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"31",61,-0.5,"L1 2",29,"disamb","fp","disamb fp",6,0,506,506,0.5,-0.5,506
"32",63,-0.5,"L1 2",33,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"33",65,-0.5,"L1 2",32,"disamb","fp","disamb fp",5,0,225,225,-0.5,-0.5,225
"34",67,-0.5,"L1 2",43,"disamb","fp","disamb fp",8,0,478,478,0.5,0.5,478
"35",69,-0.5,"L1 2",45,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"36",71,-0.5,"L1 2",48,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"37",73,-0.5,"L1 2",47,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"38",75,-0.5,"L1 2",31,"disamb","fp","disamb fp",8,0,407,407,0.5,0.5,407
"39",77,-0.5,"L1 2",26,"disamb","fp","disamb fp",7,0,183,183,-0.5,0.5,183
"40",79,-0.5,"L1 2",42,"disamb","fp","disamb fp",7,0,176,176,-0.5,0.5,176
"41",81,-0.5,"L1 2",36,"disamb","fp","disamb fp",5,0,194,194,-0.5,-0.5,194
"42",83,-0.5,"L1 2",35,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"43",85,-0.5,"L1 2",44,"disamb","fp","disamb fp",5,0,208,208,-0.5,-0.5,208
"44",87,-0.5,"L1 2",41,"disamb","fp","disamb fp",6,0,315,315,0.5,-0.5,315
"45",89,-0.5,"L1 2",37,"disamb","fp","disamb fp",6,0,209,209,0.5,-0.5,209
"46",91,-0.5,"L1 2",40,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"47",93,-0.5,"L1 2",28,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"48",95,-0.5,"L1 2",34,"disamb","fp","disamb fp",7,0,301,301,-0.5,0.5,301
"49",98,-0.5,"L1 3",34,"disamb","fp","disamb fp",8,0,563,563,0.5,0.5,563
"50",100,-0.5,"L1 3",30,"disamb","fp","disamb fp",8,0,562,562,0.5,0.5,562
"51",102,-0.5,"L1 3",38,"disamb","fp","disamb fp",8,0,87,87,0.5,0.5,87
"52",104,-0.5,"L1 3",43,"disamb","fp","disamb fp",5,0,130,130,-0.5,-0.5,130
"53",106,-0.5,"L1 3",47,"disamb","fp","disamb fp",5,0,1174,1174,-0.5,-0.5,1174
"54",108,-0.5,"L1 3",25,"disamb","fp","disamb fp",7,0,327,327,-0.5,0.5,327
"55",110,-0.5,"L1 3",37,"disamb","fp","disamb fp",7,0,622,622,-0.5,0.5,622
"56",112,-0.5,"L1 3",40,"disamb","fp","disamb fp",6,0,117,117,0.5,-0.5,117
"57",114,-0.5,"L1 3",42,"disamb","fp","disamb fp",8,0,991,991,0.5,0.5,991
"58",116,-0.5,"L1 3",33,"disamb","fp","disamb fp",7,0,416,416,-0.5,0.5,416
"59",118,-0.5,"L1 3",39,"disamb","fp","disamb fp",5,0,397,397,-0.5,-0.5,397
"60",120,-0.5,"L1 3",41,"disamb","fp","disamb fp",7,0,706,706,-0.5,0.5,706
"61",122,-0.5,"L1 3",27,"disamb","fp","disamb fp",5,0,484,484,-0.5,-0.5,484
"62",124,-0.5,"L1 3",29,"disamb","fp","disamb fp",7,0,314,314,-0.5,0.5,314
"63",126,-0.5,"L1 3",46,"disamb","fp","disamb fp",8,0,384,384,0.5,0.5,384
"64",128,-0.5,"L1 3",28,"disamb","fp","disamb fp",6,0,385,385,0.5,-0.5,385
"65",130,-0.5,"L1 3",35,"disamb","fp","disamb fp",5,0,1239,1239,-0.5,-0.5,1239
"66",132,-0.5,"L1 3",45,"disamb","fp","disamb fp",7,0,158,158,-0.5,0.5,158
"67",134,-0.5,"L1 3",32,"disamb","fp","disamb fp",6,0,1315,1315,0.5,-0.5,1315
"68",136,-0.5,"L1 3",26,"disamb","fp","disamb fp",8,0,659,659,0.5,0.5,659
"69",138,-0.5,"L1 3",36,"disamb","fp","disamb fp",6,0,473,473,0.5,-0.5,473
"70",140,-0.5,"L1 3",31,"disamb","fp","disamb fp",5,0,588,588,-0.5,-0.5,588
"71",142,-0.5,"L1 3",48,"disamb","fp","disamb fp",6,0,1194,1194,0.5,-0.5,1194
"72",144,-0.5,"L1 3",44,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"73",146,-0.5,"L1 4",43,"disamb","fp","disamb fp",6,0,306,306,0.5,-0.5,306
"74",148,-0.5,"L1 4",33,"disamb","fp","disamb fp",8,0,161,161,0.5,0.5,161
"75",150,-0.5,"L1 4",29,"disamb","fp","disamb fp",8,0,211,211,0.5,0.5,211
"76",152,-0.5,"L1 4",41,"disamb","fp","disamb fp",8,0,183,183,0.5,0.5,183
"77",154,-0.5,"L1 4",26,"disamb","fp","disamb fp",5,0,302,302,-0.5,-0.5,302
"78",156,-0.5,"L1 4",28,"disamb","fp","disamb fp",7,0,226,226,-0.5,0.5,226
"79",158,-0.5,"L1 4",25,"disamb","fp","disamb fp",8,0,273,273,0.5,0.5,273
"80",160,-0.5,"L1 4",34,"disamb","fp","disamb fp",5,0,347,347,-0.5,-0.5,347
"81",162,-0.5,"L1 4",38,"disamb","fp","disamb fp",5,0,262,262,-0.5,-0.5,262
"82",164,-0.5,"L1 4",30,"disamb","fp","disamb fp",5,0,194,194,-0.5,-0.5,194
"83",166,-0.5,"L1 4",48,"disamb","fp","disamb fp",7,0,166,166,-0.5,0.5,166
"84",168,-0.5,"L1 4",27,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"85",170,-0.5,"L1 4",35,"disamb","fp","disamb fp",6,0,431,431,0.5,-0.5,431
"86",172,-0.5,"L1 4",45,"disamb","fp","disamb fp",8,0,293,293,0.5,0.5,293
"87",174,-0.5,"L1 4",42,"disamb","fp","disamb fp",5,0,277,277,-0.5,-0.5,277
"88",176,-0.5,"L1 4",47,"disamb","fp","disamb fp",6,0,218,218,0.5,-0.5,218
"89",178,-0.5,"L1 4",39,"disamb","fp","disamb fp",6,0,303,303,0.5,-0.5,303
"90",180,-0.5,"L1 4",44,"disamb","fp","disamb fp",7,0,187,187,-0.5,0.5,187
"91",182,-0.5,"L1 4",32,"disamb","fp","disamb fp",7,0,293,293,-0.5,0.5,293
"92",184,-0.5,"L1 4",37,"disamb","fp","disamb fp",8,0,231,231,0.5,0.5,231
"93",186,-0.5,"L1 4",46,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"94",188,-0.5,"L1 4",31,"disamb","fp","disamb fp",6,0,293,293,0.5,-0.5,293
"95",190,-0.5,"L1 4",40,"disamb","fp","disamb fp",7,0,427,427,-0.5,0.5,427
"96",192,-0.5,"L1 4",36,"disamb","fp","disamb fp",7,0,321,321,-0.5,0.5,321
"97",193,-0.5,"L1 5",39,"disamb","fp","disamb fp",7,0,458,458,-0.5,0.5,458
"98",195,-0.5,"L1 5",33,"disamb","fp","disamb fp",5,0,229,229,-0.5,-0.5,229
"99",197,-0.5,"L1 5",30,"disamb","fp","disamb fp",6,0,149,149,0.5,-0.5,149
"100",199,-0.5,"L1 5",46,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"101",201,-0.5,"L1 5",25,"disamb","fp","disamb fp",5,0,617,617,-0.5,-0.5,617
"102",203,-0.5,"L1 5",42,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"103",205,-0.5,"L1 5",41,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"104",207,-0.5,"L1 5",36,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"105",209,-0.5,"L1 5",34,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"106",211,-0.5,"L1 5",35,"disamb","fp","disamb fp",7,1,0,NA,-0.5,0.5,NA
"107",213,-0.5,"L1 5",43,"disamb","fp","disamb fp",7,0,443,443,-0.5,0.5,443
"108",215,-0.5,"L1 5",47,"disamb","fp","disamb fp",7,0,186,186,-0.5,0.5,186
"109",217,-0.5,"L1 5",38,"disamb","fp","disamb fp",6,0,267,267,0.5,-0.5,267
"110",219,-0.5,"L1 5",27,"disamb","fp","disamb fp",7,1,0,NA,-0.5,0.5,NA
"111",221,-0.5,"L1 5",45,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"112",223,-0.5,"L1 5",37,"disamb","fp","disamb fp",5,0,131,131,-0.5,-0.5,131
"113",225,-0.5,"L1 5",48,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"114",227,-0.5,"L1 5",44,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"115",229,-0.5,"L1 5",26,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"116",231,-0.5,"L1 5",32,"disamb","fp","disamb fp",8,0,448,448,0.5,0.5,448
"117",233,-0.5,"L1 5",28,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"118",235,-0.5,"L1 5",31,"disamb","fp","disamb fp",7,1,0,NA,-0.5,0.5,NA
"119",237,-0.5,"L1 5",29,"disamb","fp","disamb fp",5,0,244,244,-0.5,-0.5,244
"120",239,-0.5,"L1 5",40,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"121",242,-0.5,"L1 6",30,"disamb","fp","disamb fp",7,1,0,NA,-0.5,0.5,NA
"122",244,-0.5,"L1 6",35,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"123",246,-0.5,"L1 6",43,"disamb","fp","disamb fp",8,0,264,264,0.5,0.5,264
"124",248,-0.5,"L1 6",36,"disamb","fp","disamb fp",5,0,147,147,-0.5,-0.5,147
"125",250,-0.5,"L1 6",32,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"126",252,-0.5,"L1 6",37,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"127",254,-0.5,"L1 6",47,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"128",256,-0.5,"L1 6",33,"disamb","fp","disamb fp",6,0,139,139,0.5,-0.5,139
"129",258,-0.5,"L1 6",41,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"130",260,-0.5,"L1 6",26,"disamb","fp","disamb fp",7,0,146,146,-0.5,0.5,146
"131",262,-0.5,"L1 6",39,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"132",264,-0.5,"L1 6",38,"disamb","fp","disamb fp",7,0,102,102,-0.5,0.5,102
"133",266,-0.5,"L1 6",25,"disamb","fp","disamb fp",6,0,88,88,0.5,-0.5,88
"134",268,-0.5,"L1 6",34,"disamb","fp","disamb fp",7,0,179,179,-0.5,0.5,179
"135",270,-0.5,"L1 6",27,"disamb","fp","disamb fp",8,0,143,143,0.5,0.5,143
"136",272,-0.5,"L1 6",48,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"137",274,-0.5,"L1 6",28,"disamb","fp","disamb fp",5,0,331,331,-0.5,-0.5,331
"138",276,-0.5,"L1 6",31,"disamb","fp","disamb fp",8,0,183,183,0.5,0.5,183
"139",278,-0.5,"L1 6",46,"disamb","fp","disamb fp",7,0,136,136,-0.5,0.5,136
"140",280,-0.5,"L1 6",40,"disamb","fp","disamb fp",5,0,184,184,-0.5,-0.5,184
"141",282,-0.5,"L1 6",42,"disamb","fp","disamb fp",7,0,179,179,-0.5,0.5,179
"142",284,-0.5,"L1 6",45,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"143",286,-0.5,"L1 6",44,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"144",288,-0.5,"L1 6",29,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"145",289,-0.5,"L1 7",44,"disamb","fp","disamb fp",6,0,366,366,0.5,-0.5,366
"146",291,-0.5,"L1 7",35,"disamb","fp","disamb fp",5,0,624,624,-0.5,-0.5,624
"147",293,-0.5,"L1 7",26,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"148",295,-0.5,"L1 7",38,"disamb","fp","disamb fp",8,0,170,170,0.5,0.5,170
"149",297,-0.5,"L1 7",28,"disamb","fp","disamb fp",6,0,222,222,0.5,-0.5,222
"150",299,-0.5,"L1 7",45,"disamb","fp","disamb fp",7,0,199,199,-0.5,0.5,199
"151",301,-0.5,"L1 7",41,"disamb","fp","disamb fp",7,1,0,NA,-0.5,0.5,NA
"152",303,-0.5,"L1 7",43,"disamb","fp","disamb fp",5,0,1172,1172,-0.5,-0.5,1172
"153",305,-0.5,"L1 7",27,"disamb","fp","disamb fp",5,0,481,481,-0.5,-0.5,481
"154",307,-0.5,"L1 7",32,"disamb","fp","disamb fp",6,0,460,460,0.5,-0.5,460
"155",309,-0.5,"L1 7",47,"disamb","fp","disamb fp",5,0,760,760,-0.5,-0.5,760
"156",311,-0.5,"L1 7",42,"disamb","fp","disamb fp",8,0,432,432,0.5,0.5,432
"157",313,-0.5,"L1 7",29,"disamb","fp","disamb fp",7,0,393,393,-0.5,0.5,393
"158",315,-0.5,"L1 7",46,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"159",317,-0.5,"L1 7",36,"disamb","fp","disamb fp",6,0,161,161,0.5,-0.5,161
"160",319,-0.5,"L1 7",39,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"161",321,-0.5,"L1 7",48,"disamb","fp","disamb fp",6,0,243,243,0.5,-0.5,243
"162",323,-0.5,"L1 7",33,"disamb","fp","disamb fp",7,0,516,516,-0.5,0.5,516
"163",325,-0.5,"L1 7",34,"disamb","fp","disamb fp",8,0,587,587,0.5,0.5,587
"164",327,-0.5,"L1 7",40,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"165",329,-0.5,"L1 7",30,"disamb","fp","disamb fp",8,0,257,257,0.5,0.5,257
"166",331,-0.5,"L1 7",25,"disamb","fp","disamb fp",7,0,427,427,-0.5,0.5,427
"167",333,-0.5,"L1 7",31,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"168",335,-0.5,"L1 7",37,"disamb","fp","disamb fp",7,0,180,180,-0.5,0.5,180
"169",338,-0.5,"L1 8",46,"disamb","fp","disamb fp",5,0,200,200,-0.5,-0.5,200
"170",340,-0.5,"L1 8",41,"disamb","fp","disamb fp",8,0,191,191,0.5,0.5,191
"171",342,-0.5,"L1 8",39,"disamb","fp","disamb fp",6,0,352,352,0.5,-0.5,352
"172",344,-0.5,"L1 8",35,"disamb","fp","disamb fp",6,0,369,369,0.5,-0.5,369
"173",346,-0.5,"L1 8",26,"disamb","fp","disamb fp",5,0,417,417,-0.5,-0.5,417
"174",348,-0.5,"L1 8",44,"disamb","fp","disamb fp",7,0,207,207,-0.5,0.5,207
"175",350,-0.5,"L1 8",38,"disamb","fp","disamb fp",5,0,491,491,-0.5,-0.5,491
"176",352,-0.5,"L1 8",28,"disamb","fp","disamb fp",7,0,529,529,-0.5,0.5,529
"177",354,-0.5,"L1 8",34,"disamb","fp","disamb fp",5,0,582,582,-0.5,-0.5,582
"178",356,-0.5,"L1 8",36,"disamb","fp","disamb fp",7,0,469,469,-0.5,0.5,469
"179",358,-0.5,"L1 8",48,"disamb","fp","disamb fp",7,0,360,360,-0.5,0.5,360
"180",360,-0.5,"L1 8",47,"disamb","fp","disamb fp",6,0,363,363,0.5,-0.5,363
"181",362,-0.5,"L1 8",25,"disamb","fp","disamb fp",8,0,418,418,0.5,0.5,418
"182",364,-0.5,"L1 8",43,"disamb","fp","disamb fp",6,0,264,264,0.5,-0.5,264
"183",366,-0.5,"L1 8",42,"disamb","fp","disamb fp",5,0,360,360,-0.5,-0.5,360
"184",368,-0.5,"L1 8",31,"disamb","fp","disamb fp",6,0,257,257,0.5,-0.5,257
"185",370,-0.5,"L1 8",32,"disamb","fp","disamb fp",7,0,217,217,-0.5,0.5,217
"186",372,-0.5,"L1 8",33,"disamb","fp","disamb fp",8,0,262,262,0.5,0.5,262
"187",374,-0.5,"L1 8",27,"disamb","fp","disamb fp",6,0,409,409,0.5,-0.5,409
"188",376,-0.5,"L1 8",45,"disamb","fp","disamb fp",8,0,255,255,0.5,0.5,255
"189",378,-0.5,"L1 8",30,"disamb","fp","disamb fp",5,0,241,241,-0.5,-0.5,241
"190",380,-0.5,"L1 8",37,"disamb","fp","disamb fp",8,0,324,324,0.5,0.5,324
"191",382,-0.5,"L1 8",29,"disamb","fp","disamb fp",8,0,415,415,0.5,0.5,415
"192",384,-0.5,"L1 8",40,"disamb","fp","disamb fp",7,0,378,378,-0.5,0.5,378
"193",385,-0.5,"L1 9",40,"disamb","fp","disamb fp",8,0,168,168,0.5,0.5,168
"194",387,-0.5,"L1 9",37,"disamb","fp","disamb fp",5,0,394,394,-0.5,-0.5,394
"195",389,-0.5,"L1 9",42,"disamb","fp","disamb fp",6,0,252,252,0.5,-0.5,252
"196",391,-0.5,"L1 9",39,"disamb","fp","disamb fp",7,0,237,237,-0.5,0.5,237
"197",393,-0.5,"L1 9",35,"disamb","fp","disamb fp",7,0,218,218,-0.5,0.5,218
"198",395,-0.5,"L1 9",38,"disamb","fp","disamb fp",6,0,166,166,0.5,-0.5,166
"199",397,-0.5,"L1 9",26,"disamb","fp","disamb fp",6,0,381,381,0.5,-0.5,381
"200",399,-0.5,"L1 9",32,"disamb","fp","disamb fp",8,0,412,412,0.5,0.5,412
"201",401,-0.5,"L1 9",29,"disamb","fp","disamb fp",5,0,645,645,-0.5,-0.5,645
"202",403,-0.5,"L1 9",47,"disamb","fp","disamb fp",7,0,596,596,-0.5,0.5,596
"203",405,-0.5,"L1 9",36,"disamb","fp","disamb fp",8,0,334,334,0.5,0.5,334
"204",407,-0.5,"L1 9",27,"disamb","fp","disamb fp",7,0,492,492,-0.5,0.5,492
"205",409,-0.5,"L1 9",48,"disamb","fp","disamb fp",8,0,675,675,0.5,0.5,675
"206",411,-0.5,"L1 9",28,"disamb","fp","disamb fp",8,0,379,379,0.5,0.5,379
"207",413,-0.5,"L1 9",33,"disamb","fp","disamb fp",5,0,244,244,-0.5,-0.5,244
"208",415,-0.5,"L1 9",31,"disamb","fp","disamb fp",7,0,178,178,-0.5,0.5,178
"209",417,-0.5,"L1 9",43,"disamb","fp","disamb fp",7,0,332,332,-0.5,0.5,332
"210",419,-0.5,"L1 9",44,"disamb","fp","disamb fp",8,0,541,541,0.5,0.5,541
"211",421,-0.5,"L1 9",45,"disamb","fp","disamb fp",5,0,390,390,-0.5,-0.5,390
"212",423,-0.5,"L1 9",46,"disamb","fp","disamb fp",6,0,427,427,0.5,-0.5,427
"213",425,-0.5,"L1 9",30,"disamb","fp","disamb fp",6,0,280,280,0.5,-0.5,280
"214",427,-0.5,"L1 9",25,"disamb","fp","disamb fp",5,0,301,301,-0.5,-0.5,301
"215",429,-0.5,"L1 9",41,"disamb","fp","disamb fp",5,0,175,175,-0.5,-0.5,175
"216",431,-0.5,"L1 9",34,"disamb","fp","disamb fp",6,0,242,242,0.5,-0.5,242
"217",433,-0.5,"L1 10",40,"disamb","fp","disamb fp",5,0,444,444,-0.5,-0.5,444
"218",435,-0.5,"L1 10",25,"disamb","fp","disamb fp",6,0,150,150,0.5,-0.5,150
"219",437,-0.5,"L1 10",28,"disamb","fp","disamb fp",5,0,177,177,-0.5,-0.5,177
"220",439,-0.5,"L1 10",29,"disamb","fp","disamb fp",6,0,241,241,0.5,-0.5,241
"221",441,-0.5,"L1 10",47,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"222",443,-0.5,"L1 10",37,"disamb","fp","disamb fp",6,0,431,431,0.5,-0.5,431
"223",445,-0.5,"L1 10",30,"disamb","fp","disamb fp",7,1,0,NA,-0.5,0.5,NA
"224",447,-0.5,"L1 10",45,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"225",449,-0.5,"L1 10",36,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"226",451,-0.5,"L1 10",26,"disamb","fp","disamb fp",7,0,284,284,-0.5,0.5,284
"227",453,-0.5,"L1 10",32,"disamb","fp","disamb fp",5,0,281,281,-0.5,-0.5,281
"228",455,-0.5,"L1 10",43,"disamb","fp","disamb fp",8,0,304,304,0.5,0.5,304
"229",457,-0.5,"L1 10",33,"disamb","fp","disamb fp",6,0,181,181,0.5,-0.5,181
"230",459,-0.5,"L1 10",31,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"231",461,-0.5,"L1 10",39,"disamb","fp","disamb fp",8,0,166,166,0.5,0.5,166
"232",463,-0.5,"L1 10",42,"disamb","fp","disamb fp",7,0,655,655,-0.5,0.5,655
"233",465,-0.5,"L1 10",48,"disamb","fp","disamb fp",5,0,800,800,-0.5,-0.5,800
"234",467,-0.5,"L1 10",27,"disamb","fp","disamb fp",8,0,160,160,0.5,0.5,160
"235",469,-0.5,"L1 10",35,"disamb","fp","disamb fp",8,0,185,185,0.5,0.5,185
"236",471,-0.5,"L1 10",46,"disamb","fp","disamb fp",7,0,188,188,-0.5,0.5,188
"237",473,-0.5,"L1 10",38,"disamb","fp","disamb fp",7,0,188,188,-0.5,0.5,188
"238",475,-0.5,"L1 10",34,"disamb","fp","disamb fp",7,0,410,410,-0.5,0.5,410
"239",477,-0.5,"L1 10",44,"disamb","fp","disamb fp",5,0,178,178,-0.5,-0.5,178
"240",479,-0.5,"L1 10",41,"disamb","fp","disamb fp",6,0,264,264,0.5,-0.5,264
"241",481,-0.5,"L1 11",37,"disamb","fp","disamb fp",7,0,1524,1524,-0.5,0.5,NA
"242",483,-0.5,"L1 11",43,"disamb","fp","disamb fp",5,0,776,776,-0.5,-0.5,776
"243",485,-0.5,"L1 11",34,"disamb","fp","disamb fp",8,0,476,476,0.5,0.5,476
"244",487,-0.5,"L1 11",38,"disamb","fp","disamb fp",8,0,404,404,0.5,0.5,404
"245",489,-0.5,"L1 11",26,"disamb","fp","disamb fp",8,0,214,214,0.5,0.5,214
"246",491,-0.5,"L1 11",42,"disamb","fp","disamb fp",8,0,444,444,0.5,0.5,444
"247",493,-0.5,"L1 11",46,"disamb","fp","disamb fp",8,0,286,286,0.5,0.5,286
"248",495,-0.5,"L1 11",41,"disamb","fp","disamb fp",7,0,368,368,-0.5,0.5,368
"249",497,-0.5,"L1 11",31,"disamb","fp","disamb fp",5,0,398,398,-0.5,-0.5,398
"250",499,-0.5,"L1 11",45,"disamb","fp","disamb fp",7,0,172,172,-0.5,0.5,172
"251",501,-0.5,"L1 11",35,"disamb","fp","disamb fp",5,0,708,708,-0.5,-0.5,708
"252",503,-0.5,"L1 11",32,"disamb","fp","disamb fp",6,0,294,294,0.5,-0.5,294
"253",505,-0.5,"L1 11",47,"disamb","fp","disamb fp",5,0,324,324,-0.5,-0.5,324
"254",507,-0.5,"L1 11",36,"disamb","fp","disamb fp",6,0,402,402,0.5,-0.5,402
"255",509,-0.5,"L1 11",25,"disamb","fp","disamb fp",7,0,98,98,-0.5,0.5,98
"256",511,-0.5,"L1 11",30,"disamb","fp","disamb fp",8,0,672,672,0.5,0.5,672
"257",513,-0.5,"L1 11",40,"disamb","fp","disamb fp",6,0,404,404,0.5,-0.5,404
"258",515,-0.5,"L1 11",48,"disamb","fp","disamb fp",6,0,680,680,0.5,-0.5,680
"259",517,-0.5,"L1 11",29,"disamb","fp","disamb fp",7,0,424,424,-0.5,0.5,424
"260",519,-0.5,"L1 11",27,"disamb","fp","disamb fp",5,0,678,678,-0.5,-0.5,678
"261",521,-0.5,"L1 11",33,"disamb","fp","disamb fp",7,0,410,410,-0.5,0.5,410
"262",523,-0.5,"L1 11",39,"disamb","fp","disamb fp",5,0,672,672,-0.5,-0.5,672
"263",525,-0.5,"L1 11",28,"disamb","fp","disamb fp",6,0,326,326,0.5,-0.5,326
"264",527,-0.5,"L1 11",44,"disamb","fp","disamb fp",6,0,434,434,0.5,-0.5,434
"265",529,-0.5,"L1 12",37,"disamb","fp","disamb fp",6,0,377,377,0.5,-0.5,377
"266",531,-0.5,"L1 12",43,"disamb","fp","disamb fp",8,0,345,345,0.5,0.5,345
"267",533,-0.5,"L1 12",25,"disamb","fp","disamb fp",6,0,168,168,0.5,-0.5,168
"268",535,-0.5,"L1 12",26,"disamb","fp","disamb fp",7,0,268,268,-0.5,0.5,268
"269",537,-0.5,"L1 12",46,"disamb","fp","disamb fp",7,1,0,NA,-0.5,0.5,NA
"270",539,-0.5,"L1 12",31,"disamb","fp","disamb fp",8,0,220,220,0.5,0.5,220
