"","X","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation","trimmed_nozero"
"1648",30167,0.5,"L2 29",35,"disamb","fp","disamb fp",5,0,670,670,-0.5,-0.5,670
"1649",30168,0.5,"L2 29",40,"disamb","fp","disamb fp",6,0,182,182,0.5,-0.5,182
"1650",30170,0.5,"L2 29",44,"disamb","fp","disamb fp",6,0,476,476,0.5,-0.5,476
"1651",30172,0.5,"L2 29",30,"disamb","fp","disamb fp",8,0,274,274,0.5,0.5,274
"1652",30174,0.5,"L2 29",25,"disamb","fp","disamb fp",7,0,200,200,-0.5,0.5,200
"1653",30176,0.5,"L2 29",33,"disamb","fp","disamb fp",7,0,300,300,-0.5,0.5,300
"1654",30178,0.5,"L2 29",37,"disamb","fp","disamb fp",7,0,266,266,-0.5,0.5,266
"1655",30180,0.5,"L2 29",47,"disamb","fp","disamb fp",5,0,344,344,-0.5,-0.5,344
"1656",30182,0.5,"L2 29",48,"disamb","fp","disamb fp",6,0,510,510,0.5,-0.5,510
"1657",30184,0.5,"L2 30",36,"disamb","fp","disamb fp",7,1,0,NA,-0.5,0.5,NA
"1658",30186,0.5,"L2 30",44,"disamb","fp","disamb fp",7,0,226,226,-0.5,0.5,226
"1659",30188,0.5,"L2 30",32,"disamb","fp","disamb fp",7,0,226,226,-0.5,0.5,226
"1660",30190,0.5,"L2 30",25,"disamb","fp","disamb fp",8,0,206,206,0.5,0.5,206
"1661",30192,0.5,"L2 30",27,"disamb","fp","disamb fp",6,0,826,826,0.5,-0.5,826
"1662",30194,0.5,"L2 30",37,"disamb","fp","disamb fp",8,0,172,172,0.5,0.5,172
"1663",30196,0.5,"L2 30",38,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"1664",30198,0.5,"L2 30",47,"disamb","fp","disamb fp",6,0,186,186,0.5,-0.5,186
"1665",30200,0.5,"L2 30",33,"disamb","fp","disamb fp",8,0,346,346,0.5,0.5,346
"1666",30202,0.5,"L2 30",30,"disamb","fp","disamb fp",5,0,740,740,-0.5,-0.5,740
"1667",30204,0.5,"L2 30",48,"disamb","fp","disamb fp",7,0,174,174,-0.5,0.5,174
"1668",30206,0.5,"L2 30",40,"disamb","fp","disamb fp",7,0,168,168,-0.5,0.5,168
"1669",30208,0.5,"L2 30",46,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"1670",30210,0.5,"L2 30",35,"disamb","fp","disamb fp",6,0,188,188,0.5,-0.5,188
"1671",30212,0.5,"L2 30",43,"disamb","fp","disamb fp",6,0,192,192,0.5,-0.5,192
"1672",30214,0.5,"L2 30",41,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"1673",30216,0.5,"L2 30",39,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"1674",30218,0.5,"L2 30",42,"disamb","fp","disamb fp",5,0,124,124,-0.5,-0.5,124
"1675",30220,0.5,"L2 30",31,"disamb","fp","disamb fp",6,0,244,244,0.5,-0.5,244
"1676",30222,0.5,"L2 30",26,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"1677",30224,0.5,"L2 30",34,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"1678",30226,0.5,"L2 30",45,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"1679",30228,0.5,"L2 30",29,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"1680",30230,0.5,"L2 30",28,"disamb","fp","disamb fp",7,1,0,NA,-0.5,0.5,NA
"1681",30232,0.5,"L2 31",34,"disamb","fp","disamb fp",6,0,502,502,0.5,-0.5,502
"1682",30234,0.5,"L2 31",41,"disamb","fp","disamb fp",5,0,406,406,-0.5,-0.5,406
"1683",30236,0.5,"L2 31",40,"disamb","fp","disamb fp",8,0,366,366,0.5,0.5,366
"1684",30238,0.5,"L2 31",42,"disamb","fp","disamb fp",6,0,314,314,0.5,-0.5,314
"1685",30240,0.5,"L2 31",31,"disamb","fp","disamb fp",7,0,1048,1048,-0.5,0.5,1048
"1686",30242,0.5,"L2 31",35,"disamb","fp","disamb fp",7,0,564,564,-0.5,0.5,564
"1687",30244,0.5,"L2 31",38,"disamb","fp","disamb fp",6,0,324,324,0.5,-0.5,324
"1688",30246,0.5,"L2 31",29,"disamb","fp","disamb fp",5,0,306,306,-0.5,-0.5,306
"1689",30248,0.5,"L2 31",37,"disamb","fp","disamb fp",5,0,418,418,-0.5,-0.5,418
"1690",30250,0.5,"L2 31",46,"disamb","fp","disamb fp",6,0,270,270,0.5,-0.5,270
"1691",30252,0.5,"L2 31",44,"disamb","fp","disamb fp",8,0,636,636,0.5,0.5,636
"1692",30254,0.5,"L2 31",28,"disamb","fp","disamb fp",8,0,456,456,0.5,0.5,456
"1693",30256,0.5,"L2 31",30,"disamb","fp","disamb fp",6,0,544,544,0.5,-0.5,544
"1694",30258,0.5,"L2 31",32,"disamb","fp","disamb fp",8,0,510,510,0.5,0.5,510
"1695",30260,0.5,"L2 31",39,"disamb","fp","disamb fp",7,0,600,600,-0.5,0.5,600
"1696",30262,0.5,"L2 31",25,"disamb","fp","disamb fp",5,0,624,624,-0.5,-0.5,624
"1697",30264,0.5,"L2 31",33,"disamb","fp","disamb fp",5,0,398,398,-0.5,-0.5,398
"1698",30266,0.5,"L2 31",47,"disamb","fp","disamb fp",7,0,508,508,-0.5,0.5,508
"1699",30268,0.5,"L2 31",45,"disamb","fp","disamb fp",5,0,472,472,-0.5,-0.5,472
"1700",30270,0.5,"L2 31",48,"disamb","fp","disamb fp",8,0,290,290,0.5,0.5,290
"1701",30272,0.5,"L2 31",36,"disamb","fp","disamb fp",8,0,748,748,0.5,0.5,748
"1702",30274,0.5,"L2 31",43,"disamb","fp","disamb fp",7,0,410,410,-0.5,0.5,410
"1703",30276,0.5,"L2 31",26,"disamb","fp","disamb fp",6,0,518,518,0.5,-0.5,518
"1704",30278,0.5,"L2 31",27,"disamb","fp","disamb fp",7,0,548,548,-0.5,0.5,548
"1705",30279,0.5,"L2 32",44,"disamb","fp","disamb fp",5,0,690,690,-0.5,-0.5,690
"1706",30281,0.5,"L2 32",43,"disamb","fp","disamb fp",8,0,396,396,0.5,0.5,396
"1707",30283,0.5,"L2 32",40,"disamb","fp","disamb fp",5,0,1158,1158,-0.5,-0.5,NA
"1708",30285,0.5,"L2 32",42,"disamb","fp","disamb fp",7,0,428,428,-0.5,0.5,428
"1709",30287,0.5,"L2 32",39,"disamb","fp","disamb fp",8,0,696,696,0.5,0.5,696
"1710",30289,0.5,"L2 32",46,"disamb","fp","disamb fp",7,0,498,498,-0.5,0.5,498
"1711",30291,0.5,"L2 32",48,"disamb","fp","disamb fp",5,0,500,500,-0.5,-0.5,500
"1712",30293,0.5,"L2 32",32,"disamb","fp","disamb fp",5,0,468,468,-0.5,-0.5,468
"1713",30295,0.5,"L2 32",26,"disamb","fp","disamb fp",7,0,680,680,-0.5,0.5,680
"1714",30297,0.5,"L2 32",45,"disamb","fp","disamb fp",6,0,394,394,0.5,-0.5,394
"1715",30299,0.5,"L2 32",25,"disamb","fp","disamb fp",6,0,474,474,0.5,-0.5,474
"1716",30301,0.5,"L2 32",30,"disamb","fp","disamb fp",7,0,348,348,-0.5,0.5,348
"1717",30303,0.5,"L2 32",33,"disamb","fp","disamb fp",6,0,444,444,0.5,-0.5,444
"1718",30305,0.5,"L2 32",36,"disamb","fp","disamb fp",5,0,382,382,-0.5,-0.5,382
"1719",30307,0.5,"L2 32",35,"disamb","fp","disamb fp",8,0,334,334,0.5,0.5,334
"1720",30309,0.5,"L2 32",41,"disamb","fp","disamb fp",6,0,436,436,0.5,-0.5,436
"1721",30311,0.5,"L2 32",27,"disamb","fp","disamb fp",8,0,586,586,0.5,0.5,586
"1722",30313,0.5,"L2 32",34,"disamb","fp","disamb fp",7,0,642,642,-0.5,0.5,642
"1723",30315,0.5,"L2 32",28,"disamb","fp","disamb fp",5,0,266,266,-0.5,-0.5,266
"1724",30317,0.5,"L2 32",31,"disamb","fp","disamb fp",8,0,228,228,0.5,0.5,228
"1725",30319,0.5,"L2 32",29,"disamb","fp","disamb fp",6,0,492,492,0.5,-0.5,492
"1726",30321,0.5,"L2 32",47,"disamb","fp","disamb fp",8,0,486,486,0.5,0.5,486
"1727",30323,0.5,"L2 32",37,"disamb","fp","disamb fp",6,0,426,426,0.5,-0.5,426
"1728",30325,0.5,"L2 32",38,"disamb","fp","disamb fp",7,0,544,544,-0.5,0.5,544
"1729",30328,0.5,"L2 33",33,"disamb","fp","disamb fp",7,0,454,454,-0.5,0.5,454
"1730",30330,0.5,"L2 33",43,"disamb","fp","disamb fp",5,0,670,670,-0.5,-0.5,670
"1731",30332,0.5,"L2 33",31,"disamb","fp","disamb fp",5,0,992,992,-0.5,-0.5,992
"1732",30334,0.5,"L2 33",34,"disamb","fp","disamb fp",8,0,510,510,0.5,0.5,510
"1733",30336,0.5,"L2 33",42,"disamb","fp","disamb fp",8,0,310,310,0.5,0.5,310
"1734",30338,0.5,"L2 33",25,"disamb","fp","disamb fp",7,0,422,422,-0.5,0.5,422
"1735",30340,0.5,"L2 33",26,"disamb","fp","disamb fp",8,0,554,554,0.5,0.5,554
"1736",30342,0.5,"L2 33",35,"disamb","fp","disamb fp",5,0,496,496,-0.5,-0.5,496
"1737",30344,0.5,"L2 33",47,"disamb","fp","disamb fp",5,0,486,486,-0.5,-0.5,486
"1738",30346,0.5,"L2 33",32,"disamb","fp","disamb fp",6,0,530,530,0.5,-0.5,530
"1739",30348,0.5,"L2 33",40,"disamb","fp","disamb fp",6,0,544,544,0.5,-0.5,544
"1740",30350,0.5,"L2 33",36,"disamb","fp","disamb fp",6,0,238,238,0.5,-0.5,238
"1741",30352,0.5,"L2 33",48,"disamb","fp","disamb fp",6,0,540,540,0.5,-0.5,540
"1742",30354,0.5,"L2 33",27,"disamb","fp","disamb fp",5,0,474,474,-0.5,-0.5,474
"1743",30356,0.5,"L2 33",41,"disamb","fp","disamb fp",7,0,428,428,-0.5,0.5,428
"1744",30358,0.5,"L2 33",37,"disamb","fp","disamb fp",7,0,466,466,-0.5,0.5,466
"1745",30360,0.5,"L2 33",45,"disamb","fp","disamb fp",7,0,680,680,-0.5,0.5,680
"1746",30362,0.5,"L2 33",44,"disamb","fp","disamb fp",6,0,714,714,0.5,-0.5,714
"1747",30364,0.5,"L2 33",29,"disamb","fp","disamb fp",7,0,394,394,-0.5,0.5,394
"1748",30366,0.5,"L2 33",28,"disamb","fp","disamb fp",6,0,260,260,0.5,-0.5,260
"1749",30368,0.5,"L2 33",30,"disamb","fp","disamb fp",8,0,240,240,0.5,0.5,240
"1750",30370,0.5,"L2 33",39,"disamb","fp","disamb fp",5,0,632,632,-0.5,-0.5,632
"1751",30372,0.5,"L2 33",38,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"1752",30374,0.5,"L2 33",46,"disamb","fp","disamb fp",8,0,552,552,0.5,0.5,552
"1753",30375,0.5,"L2 34",37,"disamb","fp","disamb fp",8,0,369,369,0.5,0.5,369
"1754",30377,0.5,"L2 34",32,"disamb","fp","disamb fp",7,0,171,171,-0.5,0.5,171
"1755",30379,0.5,"L2 34",30,"disamb","fp","disamb fp",5,0,569,569,-0.5,-0.5,569
"1756",30381,0.5,"L2 34",27,"disamb","fp","disamb fp",6,0,468,468,0.5,-0.5,468
"1757",30383,0.5,"L2 34",34,"disamb","fp","disamb fp",5,0,400,400,-0.5,-0.5,400
"1758",30385,0.5,"L2 34",46,"disamb","fp","disamb fp",5,0,354,354,-0.5,-0.5,354
"1759",30387,0.5,"L2 34",38,"disamb","fp","disamb fp",5,0,319,319,-0.5,-0.5,319
"1760",30389,0.5,"L2 34",39,"disamb","fp","disamb fp",6,0,288,288,0.5,-0.5,288
"1761",30391,0.5,"L2 34",45,"disamb","fp","disamb fp",8,0,399,399,0.5,0.5,399
"1762",30393,0.5,"L2 34",29,"disamb","fp","disamb fp",8,0,181,181,0.5,0.5,181
"1763",30395,0.5,"L2 34",33,"disamb","fp","disamb fp",8,0,229,229,0.5,0.5,229
"1764",30397,0.5,"L2 34",48,"disamb","fp","disamb fp",7,0,638,638,-0.5,0.5,638
"1765",30399,0.5,"L2 34",41,"disamb","fp","disamb fp",8,0,248,248,0.5,0.5,248
"1766",30401,0.5,"L2 34",40,"disamb","fp","disamb fp",7,0,274,274,-0.5,0.5,274
"1767",30403,0.5,"L2 34",31,"disamb","fp","disamb fp",6,0,393,393,0.5,-0.5,393
"1768",30405,0.5,"L2 34",43,"disamb","fp","disamb fp",6,0,383,383,0.5,-0.5,383
"1769",30407,0.5,"L2 34",25,"disamb","fp","disamb fp",8,0,290,290,0.5,0.5,290
"1770",30409,0.5,"L2 34",36,"disamb","fp","disamb fp",7,0,279,279,-0.5,0.5,279
"1771",30411,0.5,"L2 34",47,"disamb","fp","disamb fp",6,0,248,248,0.5,-0.5,248
"1772",30413,0.5,"L2 34",42,"disamb","fp","disamb fp",5,0,254,254,-0.5,-0.5,254
"1773",30415,0.5,"L2 34",44,"disamb","fp","disamb fp",7,0,189,189,-0.5,0.5,189
"1774",30417,0.5,"L2 34",28,"disamb","fp","disamb fp",7,0,380,380,-0.5,0.5,380
"1775",30419,0.5,"L2 34",26,"disamb","fp","disamb fp",5,0,344,344,-0.5,-0.5,344
"1776",30421,0.5,"L2 34",35,"disamb","fp","disamb fp",6,1,0,NA,0.5,-0.5,NA
"1777",30423,0.5,"L2 35",47,"disamb","fp","disamb fp",6,0,600,600,0.5,-0.5,600
"1778",30425,0.5,"L2 35",33,"disamb","fp","disamb fp",8,0,324,324,0.5,0.5,324
"1779",30427,0.5,"L2 35",43,"disamb","fp","disamb fp",6,0,386,386,0.5,-0.5,386
"1780",30429,0.5,"L2 35",32,"disamb","fp","disamb fp",7,0,302,302,-0.5,0.5,302
"1781",30431,0.5,"L2 35",42,"disamb","fp","disamb fp",5,0,282,282,-0.5,-0.5,282
"1782",30433,0.5,"L2 35",26,"disamb","fp","disamb fp",5,0,186,186,-0.5,-0.5,186
"1783",30435,0.5,"L2 35",39,"disamb","fp","disamb fp",6,0,170,170,0.5,-0.5,170
"1784",30437,0.5,"L2 35",28,"disamb","fp","disamb fp",7,0,196,196,-0.5,0.5,196
"1785",30439,0.5,"L2 35",36,"disamb","fp","disamb fp",7,0,1080,1080,-0.5,0.5,1080
"1786",30441,0.5,"L2 35",48,"disamb","fp","disamb fp",7,1,0,NA,-0.5,0.5,NA
"1787",30443,0.5,"L2 35",34,"disamb","fp","disamb fp",5,0,356,356,-0.5,-0.5,356
"1788",30445,0.5,"L2 35",38,"disamb","fp","disamb fp",5,0,286,286,-0.5,-0.5,286
"1789",30447,0.5,"L2 35",46,"disamb","fp","disamb fp",5,0,150,150,-0.5,-0.5,150
"1790",30449,0.5,"L2 35",35,"disamb","fp","disamb fp",6,0,246,246,0.5,-0.5,246
"1791",30451,0.5,"L2 35",44,"disamb","fp","disamb fp",7,0,188,188,-0.5,0.5,188
"1792",30453,0.5,"L2 35",40,"disamb","fp","disamb fp",7,0,1446,1446,-0.5,0.5,1446
"1793",30455,0.5,"L2 35",31,"disamb","fp","disamb fp",6,0,190,190,0.5,-0.5,190
"1794",30457,0.5,"L2 35",41,"disamb","fp","disamb fp",8,0,266,266,0.5,0.5,266
"1795",30459,0.5,"L2 35",27,"disamb","fp","disamb fp",6,0,464,464,0.5,-0.5,464
"1796",30461,0.5,"L2 35",37,"disamb","fp","disamb fp",8,0,364,364,0.5,0.5,364
"1797",30463,0.5,"L2 35",30,"disamb","fp","disamb fp",5,0,334,334,-0.5,-0.5,334
"1798",30465,0.5,"L2 35",45,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"1799",30467,0.5,"L2 35",29,"disamb","fp","disamb fp",8,0,572,572,0.5,0.5,572
"1800",30469,0.5,"L2 35",25,"disamb","fp","disamb fp",8,0,426,426,0.5,0.5,426
"1801",30472,0.5,"L2 36",41,"disamb","fp","disamb fp",5,0,357,357,-0.5,-0.5,357
"1802",30474,0.5,"L2 36",43,"disamb","fp","disamb fp",7,0,347,347,-0.5,0.5,347
"1803",30476,0.5,"L2 36",26,"disamb","fp","disamb fp",6,0,339,339,0.5,-0.5,339
"1804",30478,0.5,"L2 36",27,"disamb","fp","disamb fp",7,0,180,180,-0.5,0.5,180
"1805",30480,0.5,"L2 36",42,"disamb","fp","disamb fp",6,0,366,366,0.5,-0.5,366
"1806",30482,0.5,"L2 36",33,"disamb","fp","disamb fp",5,0,400,400,-0.5,-0.5,400
"1807",30484,0.5,"L2 36",40,"disamb","fp","disamb fp",8,0,303,303,0.5,0.5,303
"1808",30486,0.5,"L2 36",47,"disamb","fp","disamb fp",7,0,743,743,-0.5,0.5,743
"1809",30488,0.5,"L2 36",35,"disamb","fp","disamb fp",7,0,197,197,-0.5,0.5,197
"1810",30490,0.5,"L2 36",46,"disamb","fp","disamb fp",6,0,191,191,0.5,-0.5,191
"1811",30492,0.5,"L2 36",28,"disamb","fp","disamb fp",8,0,263,263,0.5,0.5,263
"1812",30494,0.5,"L2 36",34,"disamb","fp","disamb fp",6,0,234,234,0.5,-0.5,234
"1813",30496,0.5,"L2 36",36,"disamb","fp","disamb fp",8,0,269,269,0.5,0.5,269
"1814",30498,0.5,"L2 36",38,"disamb","fp","disamb fp",6,0,512,512,0.5,-0.5,512
"1815",30500,0.5,"L2 36",25,"disamb","fp","disamb fp",5,0,334,334,-0.5,-0.5,334
"1816",30502,0.5,"L2 36",37,"disamb","fp","disamb fp",5,0,288,288,-0.5,-0.5,288
"1817",30504,0.5,"L2 36",31,"disamb","fp","disamb fp",7,0,394,394,-0.5,0.5,394
"1818",30506,0.5,"L2 36",45,"disamb","fp","disamb fp",5,0,185,185,-0.5,-0.5,185
"1819",30508,0.5,"L2 36",30,"disamb","fp","disamb fp",6,0,95,95,0.5,-0.5,95
"1820",30510,0.5,"L2 36",32,"disamb","fp","disamb fp",8,0,225,225,0.5,0.5,225
"1821",30512,0.5,"L2 36",44,"disamb","fp","disamb fp",8,0,143,143,0.5,0.5,143
"1822",30514,0.5,"L2 36",48,"disamb","fp","disamb fp",8,0,263,263,0.5,0.5,263
"1823",30516,0.5,"L2 36",39,"disamb","fp","disamb fp",7,0,289,289,-0.5,0.5,289
"1824",30518,0.5,"L2 36",29,"disamb","fp","disamb fp",5,0,243,243,-0.5,-0.5,243
"1825",30519,0.5,"L2 37",42,"disamb","fp","disamb fp",7,0,408,408,-0.5,0.5,408
"1826",30521,0.5,"L2 37",36,"disamb","fp","disamb fp",5,0,162,162,-0.5,-0.5,162
"1827",30523,0.5,"L2 37",32,"disamb","fp","disamb fp",5,0,364,364,-0.5,-0.5,364
"1828",30525,0.5,"L2 37",48,"disamb","fp","disamb fp",5,0,423,423,-0.5,-0.5,423
"1829",30527,0.5,"L2 37",25,"disamb","fp","disamb fp",6,0,171,171,0.5,-0.5,171
"1830",30529,0.5,"L2 37",30,"disamb","fp","disamb fp",7,0,295,295,-0.5,0.5,295
"1831",30531,0.5,"L2 37",39,"disamb","fp","disamb fp",8,0,405,405,0.5,0.5,405
"1832",30533,0.5,"L2 37",35,"disamb","fp","disamb fp",8,0,410,410,0.5,0.5,410
"1833",30535,0.5,"L2 37",28,"disamb","fp","disamb fp",5,0,275,275,-0.5,-0.5,275
"1834",30537,0.5,"L2 37",34,"disamb","fp","disamb fp",7,0,280,280,-0.5,0.5,280
"1835",30539,0.5,"L2 37",38,"disamb","fp","disamb fp",7,0,669,669,-0.5,0.5,669
"1836",30541,0.5,"L2 37",26,"disamb","fp","disamb fp",7,0,587,587,-0.5,0.5,587
"1837",30543,0.5,"L2 37",40,"disamb","fp","disamb fp",5,0,700,700,-0.5,-0.5,700
"1838",30545,0.5,"L2 37",47,"disamb","fp","disamb fp",8,0,455,455,0.5,0.5,455
"1839",30547,0.5,"L2 37",44,"disamb","fp","disamb fp",5,0,164,164,-0.5,-0.5,164
"1840",30549,0.5,"L2 37",43,"disamb","fp","disamb fp",8,0,498,498,0.5,0.5,498
"1841",30551,0.5,"L2 37",33,"disamb","fp","disamb fp",6,0,569,569,0.5,-0.5,569
"1842",30553,0.5,"L2 37",29,"disamb","fp","disamb fp",6,0,529,529,0.5,-0.5,529
"1843",30555,0.5,"L2 37",46,"disamb","fp","disamb fp",7,0,264,264,-0.5,0.5,264
"1844",30557,0.5,"L2 37",41,"disamb","fp","disamb fp",6,0,342,342,0.5,-0.5,342
"1845",30559,0.5,"L2 37",37,"disamb","fp","disamb fp",6,0,242,242,0.5,-0.5,242
"1846",30561,0.5,"L2 37",31,"disamb","fp","disamb fp",8,0,506,506,0.5,0.5,506
"1847",30563,0.5,"L2 37",27,"disamb","fp","disamb fp",8,0,374,374,0.5,0.5,374
"1848",30565,0.5,"L2 37",45,"disamb","fp","disamb fp",6,0,994,994,0.5,-0.5,994
"1849",30567,0.5,"L2 38",34,"disamb","fp","disamb fp",8,0,278,278,0.5,0.5,278
"1850",30569,0.5,"L2 38",28,"disamb","fp","disamb fp",6,0,265,265,0.5,-0.5,265
"1851",30571,0.5,"L2 38",43,"disamb","fp","disamb fp",5,0,248,248,-0.5,-0.5,248
"1852",30573,0.5,"L2 38",38,"disamb","fp","disamb fp",8,0,546,546,0.5,0.5,546
"1853",30575,0.5,"L2 38",30,"disamb","fp","disamb fp",8,0,289,289,0.5,0.5,289
"1854",30577,0.5,"L2 38",47,"disamb","fp","disamb fp",5,0,443,443,-0.5,-0.5,443
"1855",30579,0.5,"L2 38",39,"disamb","fp","disamb fp",5,0,335,335,-0.5,-0.5,335
"1856",30581,0.5,"L2 38",45,"disamb","fp","disamb fp",7,0,415,415,-0.5,0.5,415
"1857",30583,0.5,"L2 38",32,"disamb","fp","disamb fp",6,0,339,339,0.5,-0.5,339
"1858",30585,0.5,"L2 38",29,"disamb","fp","disamb fp",7,0,313,313,-0.5,0.5,313
"1859",30587,0.5,"L2 38",35,"disamb","fp","disamb fp",5,0,266,266,-0.5,-0.5,266
"1860",30589,0.5,"L2 38",41,"disamb","fp","disamb fp",7,0,461,461,-0.5,0.5,461
"1861",30591,0.5,"L2 38",25,"disamb","fp","disamb fp",7,0,422,422,-0.5,0.5,422
"1862",30593,0.5,"L2 38",31,"disamb","fp","disamb fp",5,0,216,216,-0.5,-0.5,216
"1863",30595,0.5,"L2 38",48,"disamb","fp","disamb fp",6,0,539,539,0.5,-0.5,539
"1864",30597,0.5,"L2 38",44,"disamb","fp","disamb fp",6,0,248,248,0.5,-0.5,248
"1865",30599,0.5,"L2 38",37,"disamb","fp","disamb fp",7,0,254,254,-0.5,0.5,254
"1866",30601,0.5,"L2 38",36,"disamb","fp","disamb fp",6,0,327,327,0.5,-0.5,327
"1867",30603,0.5,"L2 38",42,"disamb","fp","disamb fp",8,0,431,431,0.5,0.5,431
"1868",30605,0.5,"L2 38",26,"disamb","fp","disamb fp",8,0,211,211,0.5,0.5,211
"1869",30607,0.5,"L2 38",40,"disamb","fp","disamb fp",6,0,391,391,0.5,-0.5,391
"1870",30609,0.5,"L2 38",46,"disamb","fp","disamb fp",8,0,234,234,0.5,0.5,234
"1871",30611,0.5,"L2 38",33,"disamb","fp","disamb fp",7,0,385,385,-0.5,0.5,385
"1872",30613,0.5,"L2 38",27,"disamb","fp","disamb fp",5,0,628,628,-0.5,-0.5,628
"1873",30616,0.5,"L2 39",41,"disamb","fp","disamb fp",8,0,448,448,0.5,0.5,448
"1874",30618,0.5,"L2 39",33,"disamb","fp","disamb fp",8,1,0,NA,0.5,0.5,NA
"1875",30620,0.5,"L2 39",25,"disamb","fp","disamb fp",8,0,509,509,0.5,0.5,509
"1876",30622,0.5,"L2 39",37,"disamb","fp","disamb fp",8,0,360,360,0.5,0.5,360
"1877",30624,0.5,"L2 39",27,"disamb","fp","disamb fp",6,0,1003,1003,0.5,-0.5,1003
"1878",30626,0.5,"L2 39",31,"disamb","fp","disamb fp",6,0,82,82,0.5,-0.5,82
"1879",30628,0.5,"L2 39",30,"disamb","fp","disamb fp",5,0,689,689,-0.5,-0.5,689
"1880",30630,0.5,"L2 39",42,"disamb","fp","disamb fp",5,0,539,539,-0.5,-0.5,539
"1881",30632,0.5,"L2 39",40,"disamb","fp","disamb fp",7,0,569,569,-0.5,0.5,569
"1882",30634,0.5,"L2 39",39,"disamb","fp","disamb fp",6,0,527,527,0.5,-0.5,527
"1883",30636,0.5,"L2 39",26,"disamb","fp","disamb fp",5,0,590,590,-0.5,-0.5,590
"1884",30638,0.5,"L2 39",43,"disamb","fp","disamb fp",6,0,355,355,0.5,-0.5,355
"1885",30640,0.5,"L2 39",48,"disamb","fp","disamb fp",7,0,208,208,-0.5,0.5,208
"1886",30642,0.5,"L2 39",44,"disamb","fp","disamb fp",7,0,568,568,-0.5,0.5,568
"1887",30644,0.5,"L2 39",45,"disamb","fp","disamb fp",8,0,813,813,0.5,0.5,813
"1888",30646,0.5,"L2 39",46,"disamb","fp","disamb fp",5,0,735,735,-0.5,-0.5,735
"1889",30648,0.5,"L2 39",29,"disamb","fp","disamb fp",8,0,574,574,0.5,0.5,574
"1890",30650,0.5,"L2 39",36,"disamb","fp","disamb fp",7,0,335,335,-0.5,0.5,335
"1891",30652,0.5,"L2 39",34,"disamb","fp","disamb fp",5,0,829,829,-0.5,-0.5,829
"1892",30654,0.5,"L2 39",28,"disamb","fp","disamb fp",7,0,366,366,-0.5,0.5,366
"1893",30656,0.5,"L2 39",35,"disamb","fp","disamb fp",6,0,392,392,0.5,-0.5,392
"1894",30658,0.5,"L2 39",38,"disamb","fp","disamb fp",5,0,345,345,-0.5,-0.5,345
"1895",30660,0.5,"L2 39",32,"disamb","fp","disamb fp",7,0,1204,1204,-0.5,0.5,1204
"1896",30662,0.5,"L2 39",47,"disamb","fp","disamb fp",6,0,572,572,0.5,-0.5,572
"1897",30663,0.5,"L2 40",41,"disamb","fp","disamb fp",5,0,206,206,-0.5,-0.5,206
"1898",30665,0.5,"L2 40",42,"disamb","fp","disamb fp",6,0,338,338,0.5,-0.5,338
"1899",30667,0.5,"L2 40",34,"disamb","fp","disamb fp",6,0,375,375,0.5,-0.5,375
"1900",30669,0.5,"L2 40",43,"disamb","fp","disamb fp",7,0,307,307,-0.5,0.5,307
"1901",30671,0.5,"L2 40",30,"disamb","fp","disamb fp",6,0,339,339,0.5,-0.5,339
"1902",30673,0.5,"L2 40",29,"disamb","fp","disamb fp",5,1,0,NA,-0.5,-0.5,NA
"1903",30675,0.5,"L2 40",37,"disamb","fp","disamb fp",5,0,235,235,-0.5,-0.5,235
"1904",30677,0.5,"L2 40",28,"disamb","fp","disamb fp",8,0,362,362,0.5,0.5,362
"1905",30679,0.5,"L2 40",32,"disamb","fp","disamb fp",8,0,290,290,0.5,0.5,290
"1906",30681,0.5,"L2 40",40,"disamb","fp","disamb fp",8,0,142,142,0.5,0.5,142
"1907",30683,0.5,"L2 40",27,"disamb","fp","disamb fp",7,0,310,310,-0.5,0.5,310
"1908",30685,0.5,"L2 40",35,"disamb","fp","disamb fp",7,0,359,359,-0.5,0.5,359
"1909",30687,0.5,"L2 40",31,"disamb","fp","disamb fp",7,0,226,226,-0.5,0.5,226
"1910",30689,0.5,"L2 40",33,"disamb","fp","disamb fp",5,0,409,409,-0.5,-0.5,409
"1911",30691,0.5,"L2 40",46,"disamb","fp","disamb fp",6,0,297,297,0.5,-0.5,297
"1912",30693,0.5,"L2 40",47,"disamb","fp","disamb fp",7,0,420,420,-0.5,0.5,420
"1913",30695,0.5,"L2 40",38,"disamb","fp","disamb fp",6,0,380,380,0.5,-0.5,380
"1914",30697,0.5,"L2 40",39,"disamb","fp","disamb fp",7,0,363,363,-0.5,0.5,363
