"","X","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation","trimmed_nozero"
"550",20300,-0.5,"L1 23",36,"disamb","tt","disamb tt",6,0,398,398,0.5,-0.5,398
"551",20302,-0.5,"L1 23",45,"disamb","tt","disamb tt",7,0,563,563,-0.5,0.5,563
"552",20304,-0.5,"L1 23",37,"disamb","tt","disamb tt",7,0,227,227,-0.5,0.5,227
"553",20306,-0.5,"L1 24",42,"disamb","tt","disamb tt",7,0,747,747,-0.5,0.5,747
"554",20308,-0.5,"L1 24",43,"disamb","tt","disamb tt",8,0,738,738,0.5,0.5,738
"555",20310,-0.5,"L1 24",33,"disamb","tt","disamb tt",6,0,777,777,0.5,-0.5,777
"556",20312,-0.5,"L1 24",41,"disamb","tt","disamb tt",6,0,667,667,0.5,-0.5,667
"557",20314,-0.5,"L1 24",45,"disamb","tt","disamb tt",6,0,841,841,0.5,-0.5,841
"558",20316,-0.5,"L1 24",44,"disamb","tt","disamb tt",5,0,585,585,-0.5,-0.5,585
"559",20318,-0.5,"L1 24",47,"disamb","tt","disamb tt",8,0,991,991,0.5,0.5,991
"560",20320,-0.5,"L1 24",38,"disamb","tt","disamb tt",7,0,526,526,-0.5,0.5,526
"561",20322,-0.5,"L1 24",28,"disamb","tt","disamb tt",5,0,1082,1082,-0.5,-0.5,1082
"562",20324,-0.5,"L1 24",27,"disamb","tt","disamb tt",8,0,705,705,0.5,0.5,705
"563",20326,-0.5,"L1 24",31,"disamb","tt","disamb tt",8,0,531,531,0.5,0.5,531
"564",20328,-0.5,"L1 24",32,"disamb","tt","disamb tt",5,0,635,635,-0.5,-0.5,635
"565",20330,-0.5,"L1 24",30,"disamb","tt","disamb tt",7,0,688,688,-0.5,0.5,688
"566",20332,-0.5,"L1 24",46,"disamb","tt","disamb tt",7,0,1321,1321,-0.5,0.5,1321
"567",20334,-0.5,"L1 24",35,"disamb","tt","disamb tt",8,0,816,816,0.5,0.5,816
"568",20336,-0.5,"L1 24",37,"disamb","tt","disamb tt",6,0,818,818,0.5,-0.5,818
"569",20338,-0.5,"L1 24",25,"disamb","tt","disamb tt",6,0,349,349,0.5,-0.5,349
"570",20340,-0.5,"L1 24",29,"disamb","tt","disamb tt",6,0,704,704,0.5,-0.5,704
"571",20342,-0.5,"L1 24",34,"disamb","tt","disamb tt",7,0,809,809,-0.5,0.5,809
"572",20344,-0.5,"L1 24",40,"disamb","tt","disamb tt",5,0,674,674,-0.5,-0.5,674
"573",20346,-0.5,"L1 24",39,"disamb","tt","disamb tt",8,0,513,513,0.5,0.5,513
"574",20348,-0.5,"L1 24",36,"disamb","tt","disamb tt",5,0,755,755,-0.5,-0.5,755
"575",20350,-0.5,"L1 24",48,"disamb","tt","disamb tt",5,0,877,877,-0.5,-0.5,877
"576",20352,-0.5,"L1 24",26,"disamb","tt","disamb tt",7,0,994,994,-0.5,0.5,994
"577",20354,-0.5,"L1 25",48,"disamb","tt","disamb tt",6,0,628,628,0.5,-0.5,628
"578",20356,-0.5,"L1 25",28,"disamb","tt","disamb tt",6,0,782,782,0.5,-0.5,782
"579",20358,-0.5,"L1 25",46,"disamb","tt","disamb tt",8,0,143,143,0.5,0.5,143
"580",20360,-0.5,"L1 25",27,"disamb","tt","disamb tt",5,0,1747,1747,-0.5,-0.5,1747
"581",20362,-0.5,"L1 25",25,"disamb","tt","disamb tt",7,0,422,422,-0.5,0.5,422
"582",20364,-0.5,"L1 25",43,"disamb","tt","disamb tt",5,0,343,343,-0.5,-0.5,343
"583",20366,-0.5,"L1 25",34,"disamb","tt","disamb tt",8,0,431,431,0.5,0.5,431
"584",20368,-0.5,"L1 25",36,"disamb","tt","disamb tt",6,0,386,386,0.5,-0.5,386
"585",20370,-0.5,"L1 25",31,"disamb","tt","disamb tt",5,0,2005,2005,-0.5,-0.5,2005
"586",20372,-0.5,"L1 25",37,"disamb","tt","disamb tt",7,0,634,634,-0.5,0.5,634
"587",20374,-0.5,"L1 25",30,"disamb","tt","disamb tt",8,0,1037,1037,0.5,0.5,1037
"588",20376,-0.5,"L1 25",45,"disamb","tt","disamb tt",7,0,489,489,-0.5,0.5,489
"589",20378,-0.5,"L1 25",38,"disamb","tt","disamb tt",8,0,352,352,0.5,0.5,352
"590",20380,-0.5,"L1 25",40,"disamb","tt","disamb tt",6,0,480,480,0.5,-0.5,480
"591",20382,-0.5,"L1 25",32,"disamb","tt","disamb tt",6,0,462,462,0.5,-0.5,462
"592",20384,-0.5,"L1 25",47,"disamb","tt","disamb tt",5,0,434,434,-0.5,-0.5,434
"593",20386,-0.5,"L1 25",41,"disamb","tt","disamb tt",7,0,680,680,-0.5,0.5,680
"594",20388,-0.5,"L1 25",33,"disamb","tt","disamb tt",7,0,754,754,-0.5,0.5,754
"595",20390,-0.5,"L1 25",26,"disamb","tt","disamb tt",8,0,615,615,0.5,0.5,615
"596",20392,-0.5,"L1 25",35,"disamb","tt","disamb tt",5,0,701,701,-0.5,-0.5,701
"597",20394,-0.5,"L1 25",42,"disamb","tt","disamb tt",8,0,1016,1016,0.5,0.5,1016
"598",20396,-0.5,"L1 25",44,"disamb","tt","disamb tt",6,0,468,468,0.5,-0.5,468
"599",20398,-0.5,"L1 25",29,"disamb","tt","disamb tt",7,0,626,626,-0.5,0.5,626
"600",20400,-0.5,"L1 25",39,"disamb","tt","disamb tt",5,0,496,496,-0.5,-0.5,496
"601",20401,-0.5,"L1 26",27,"disamb","tt","disamb tt",6,0,794,794,0.5,-0.5,794
"602",20403,-0.5,"L1 26",33,"disamb","tt","disamb tt",8,0,254,254,0.5,0.5,254
"603",20405,-0.5,"L1 26",30,"disamb","tt","disamb tt",5,0,300,300,-0.5,-0.5,300
"604",20407,-0.5,"L1 26",42,"disamb","tt","disamb tt",5,0,892,892,-0.5,-0.5,892
"605",20409,-0.5,"L1 26",46,"disamb","tt","disamb tt",5,1,0,NA,-0.5,-0.5,NA
"606",20411,-0.5,"L1 26",29,"disamb","tt","disamb tt",8,0,581,581,0.5,0.5,581
"607",20413,-0.5,"L1 26",28,"disamb","tt","disamb tt",7,0,423,423,-0.5,0.5,423
"608",20415,-0.5,"L1 26",31,"disamb","tt","disamb tt",6,0,372,372,0.5,-0.5,372
"609",20417,-0.5,"L1 26",34,"disamb","tt","disamb tt",5,0,178,178,-0.5,-0.5,178
"610",20419,-0.5,"L1 26",43,"disamb","tt","disamb tt",6,0,957,957,0.5,-0.5,957
"611",20421,-0.5,"L1 26",26,"disamb","tt","disamb tt",5,0,765,765,-0.5,-0.5,765
"612",20423,-0.5,"L1 26",40,"disamb","tt","disamb tt",7,0,1028,1028,-0.5,0.5,1028
"613",20425,-0.5,"L1 26",32,"disamb","tt","disamb tt",7,0,678,678,-0.5,0.5,678
"614",20427,-0.5,"L1 26",35,"disamb","tt","disamb tt",6,0,1109,1109,0.5,-0.5,1109
"615",20429,-0.5,"L1 26",39,"disamb","tt","disamb tt",6,0,869,869,0.5,-0.5,869
"616",20431,-0.5,"L1 26",45,"disamb","tt","disamb tt",8,0,612,612,0.5,0.5,612
"617",20433,-0.5,"L1 26",37,"disamb","tt","disamb tt",8,0,354,354,0.5,0.5,354
"618",20435,-0.5,"L1 26",36,"disamb","tt","disamb tt",7,0,228,228,-0.5,0.5,228
"619",20437,-0.5,"L1 26",47,"disamb","tt","disamb tt",6,0,572,572,0.5,-0.5,572
"620",20439,-0.5,"L1 26",25,"disamb","tt","disamb tt",8,0,248,248,0.5,0.5,248
"621",20441,-0.5,"L1 26",38,"disamb","tt","disamb tt",5,0,994,994,-0.5,-0.5,994
"622",20443,-0.5,"L1 26",44,"disamb","tt","disamb tt",7,0,994,994,-0.5,0.5,994
"623",20445,-0.5,"L1 26",41,"disamb","tt","disamb tt",8,0,338,338,0.5,0.5,338
"624",20447,-0.5,"L1 26",48,"disamb","tt","disamb tt",7,0,629,629,-0.5,0.5,629
"625",20449,-0.5,"L1 27",34,"disamb","tt","disamb tt",6,0,132,132,0.5,-0.5,132
"626",20451,-0.5,"L1 27",28,"disamb","tt","disamb tt",8,0,203,203,0.5,0.5,203
"627",20453,-0.5,"L1 27",36,"disamb","tt","disamb tt",8,0,478,478,0.5,0.5,478
"628",20455,-0.5,"L1 27",25,"disamb","tt","disamb tt",5,0,328,328,-0.5,-0.5,328
"629",20457,-0.5,"L1 27",40,"disamb","tt","disamb tt",8,0,998,998,0.5,0.5,998
"630",20459,-0.5,"L1 27",33,"disamb","tt","disamb tt",5,0,1162,1162,-0.5,-0.5,1162
"631",20461,-0.5,"L1 27",37,"disamb","tt","disamb tt",5,0,611,611,-0.5,-0.5,611
"632",20463,-0.5,"L1 27",48,"disamb","tt","disamb tt",8,0,1302,1302,0.5,0.5,1302
"633",20465,-0.5,"L1 27",31,"disamb","tt","disamb tt",7,0,348,348,-0.5,0.5,348
"634",20467,-0.5,"L1 27",35,"disamb","tt","disamb tt",7,0,277,277,-0.5,0.5,277
"635",20469,-0.5,"L1 27",32,"disamb","tt","disamb tt",8,0,796,796,0.5,0.5,796
"636",20471,-0.5,"L1 27",47,"disamb","tt","disamb tt",7,0,990,990,-0.5,0.5,990
"637",20473,-0.5,"L1 27",27,"disamb","tt","disamb tt",7,0,406,406,-0.5,0.5,406
"638",20475,-0.5,"L1 27",30,"disamb","tt","disamb tt",6,0,200,200,0.5,-0.5,200
"639",20477,-0.5,"L1 27",45,"disamb","tt","disamb tt",5,0,304,304,-0.5,-0.5,304
"640",20479,-0.5,"L1 27",43,"disamb","tt","disamb tt",7,0,587,587,-0.5,0.5,587
"641",20481,-0.5,"L1 27",46,"disamb","tt","disamb tt",6,0,318,318,0.5,-0.5,318
"642",20483,-0.5,"L1 27",42,"disamb","tt","disamb tt",6,0,471,471,0.5,-0.5,471
"643",20485,-0.5,"L1 27",39,"disamb","tt","disamb tt",7,0,560,560,-0.5,0.5,560
"644",20487,-0.5,"L1 27",29,"disamb","tt","disamb tt",5,0,221,221,-0.5,-0.5,221
"645",20489,-0.5,"L1 27",38,"disamb","tt","disamb tt",6,0,306,306,0.5,-0.5,306
"646",20491,-0.5,"L1 27",44,"disamb","tt","disamb tt",8,0,193,193,0.5,0.5,193
"647",20493,-0.5,"L1 27",41,"disamb","tt","disamb tt",5,0,441,441,-0.5,-0.5,441
"648",20495,-0.5,"L1 27",26,"disamb","tt","disamb tt",6,0,484,484,0.5,-0.5,484
"649",20497,-0.5,"L1 28",39,"disamb","tt","disamb tt",8,0,546,546,0.5,0.5,546
"650",20499,-0.5,"L1 28",37,"disamb","tt","disamb tt",6,0,522,522,0.5,-0.5,522
"651",20501,-0.5,"L1 28",25,"disamb","tt","disamb tt",6,0,424,424,0.5,-0.5,424
"652",20503,-0.5,"L1 28",28,"disamb","tt","disamb tt",5,0,966,966,-0.5,-0.5,966
"653",20505,-0.5,"L1 28",36,"disamb","tt","disamb tt",5,0,648,648,-0.5,-0.5,648
"654",20507,-0.5,"L1 28",42,"disamb","tt","disamb tt",7,0,874,874,-0.5,0.5,874
"655",20509,-0.5,"L1 28",30,"disamb","tt","disamb tt",7,0,1554,1554,-0.5,0.5,1554
"656",20511,-0.5,"L1 28",41,"disamb","tt","disamb tt",6,0,460,460,0.5,-0.5,460
"657",20513,-0.5,"L1 28",32,"disamb","tt","disamb tt",5,0,202,202,-0.5,-0.5,202
"658",20515,-0.5,"L1 28",35,"disamb","tt","disamb tt",8,0,1150,1150,0.5,0.5,1150
"659",20517,-0.5,"L1 28",46,"disamb","tt","disamb tt",7,1,0,NA,-0.5,0.5,NA
"660",20519,-0.5,"L1 28",40,"disamb","tt","disamb tt",5,0,368,368,-0.5,-0.5,368
"661",20521,-0.5,"L1 28",31,"disamb","tt","disamb tt",8,0,428,428,0.5,0.5,428
"662",20523,-0.5,"L1 28",48,"disamb","tt","disamb tt",5,0,730,730,-0.5,-0.5,730
"663",20525,-0.5,"L1 28",34,"disamb","tt","disamb tt",7,0,406,406,-0.5,0.5,406
"664",20527,-0.5,"L1 28",44,"disamb","tt","disamb tt",5,0,620,620,-0.5,-0.5,620
"665",20529,-0.5,"L1 28",38,"disamb","tt","disamb tt",7,0,730,730,-0.5,0.5,730
"666",20531,-0.5,"L1 28",45,"disamb","tt","disamb tt",6,0,190,190,0.5,-0.5,190
"667",20533,-0.5,"L1 28",43,"disamb","tt","disamb tt",8,0,700,700,0.5,0.5,700
"668",20535,-0.5,"L1 28",29,"disamb","tt","disamb tt",6,0,464,464,0.5,-0.5,464
"669",20537,-0.5,"L1 28",27,"disamb","tt","disamb tt",8,0,530,530,0.5,0.5,530
"670",20539,-0.5,"L1 28",26,"disamb","tt","disamb tt",7,0,924,924,-0.5,0.5,924
"671",20541,-0.5,"L1 28",47,"disamb","tt","disamb tt",8,0,678,678,0.5,0.5,678
"672",20543,-0.5,"L1 28",33,"disamb","tt","disamb tt",6,0,288,288,0.5,-0.5,288
"673",20546,-0.5,"L1 29",40,"disamb","tt","disamb tt",6,0,330,330,0.5,-0.5,330
"674",20548,-0.5,"L1 29",34,"disamb","tt","disamb tt",8,0,886,886,0.5,0.5,886
"675",20550,-0.5,"L1 29",28,"disamb","tt","disamb tt",6,0,474,474,0.5,-0.5,474
"676",20552,-0.5,"L1 29",32,"disamb","tt","disamb tt",6,0,742,742,0.5,-0.5,742
"677",20554,-0.5,"L1 29",26,"disamb","tt","disamb tt",8,0,400,400,0.5,0.5,400
"678",20556,-0.5,"L1 29",33,"disamb","tt","disamb tt",7,0,208,208,-0.5,0.5,208
"679",20558,-0.5,"L1 29",30,"disamb","tt","disamb tt",8,0,240,240,0.5,0.5,240
"680",20560,-0.5,"L1 29",44,"disamb","tt","disamb tt",6,0,440,440,0.5,-0.5,440
"681",20562,-0.5,"L1 29",43,"disamb","tt","disamb tt",5,0,536,536,-0.5,-0.5,536
"682",20564,-0.5,"L1 29",37,"disamb","tt","disamb tt",7,0,356,356,-0.5,0.5,356
"683",20566,-0.5,"L1 29",25,"disamb","tt","disamb tt",7,0,250,250,-0.5,0.5,250
"684",20568,-0.5,"L1 29",45,"disamb","tt","disamb tt",7,0,786,786,-0.5,0.5,786
"685",20570,-0.5,"L1 29",29,"disamb","tt","disamb tt",7,0,580,580,-0.5,0.5,580
"686",20572,-0.5,"L1 29",31,"disamb","tt","disamb tt",5,0,202,202,-0.5,-0.5,202
"687",20574,-0.5,"L1 29",36,"disamb","tt","disamb tt",6,0,248,248,0.5,-0.5,248
"688",20576,-0.5,"L1 29",38,"disamb","tt","disamb tt",8,0,516,516,0.5,0.5,516
"689",20578,-0.5,"L1 29",46,"disamb","tt","disamb tt",8,0,470,470,0.5,0.5,470
"690",20580,-0.5,"L1 29",39,"disamb","tt","disamb tt",5,0,236,236,-0.5,-0.5,236
"691",20582,-0.5,"L1 29",35,"disamb","tt","disamb tt",5,0,416,416,-0.5,-0.5,416
"692",20584,-0.5,"L1 29",41,"disamb","tt","disamb tt",7,0,1132,1132,-0.5,0.5,1132
"693",20586,-0.5,"L1 29",48,"disamb","tt","disamb tt",6,0,224,224,0.5,-0.5,224
"694",20588,-0.5,"L1 29",27,"disamb","tt","disamb tt",5,0,924,924,-0.5,-0.5,924
"695",20590,-0.5,"L1 29",42,"disamb","tt","disamb tt",8,0,662,662,0.5,0.5,662
"696",20592,-0.5,"L1 29",47,"disamb","tt","disamb tt",5,0,606,606,-0.5,-0.5,606
"697",20594,-0.5,"L1 30",25,"disamb","tt","disamb tt",8,0,790,790,0.5,0.5,790
"698",20596,-0.5,"L1 30",40,"disamb","tt","disamb tt",7,0,1184,1184,-0.5,0.5,1184
"699",20598,-0.5,"L1 30",48,"disamb","tt","disamb tt",7,0,1802,1802,-0.5,0.5,1802
"700",20600,-0.5,"L1 30",28,"disamb","tt","disamb tt",7,0,3172,3172,-0.5,0.5,3172
"701",20602,-0.5,"L1 30",30,"disamb","tt","disamb tt",5,0,876,876,-0.5,-0.5,876
"702",20604,-0.5,"L1 30",41,"disamb","tt","disamb tt",8,0,848,848,0.5,0.5,848
"703",20606,-0.5,"L1 30",31,"disamb","tt","disamb tt",6,0,1114,1114,0.5,-0.5,1114
"704",20608,-0.5,"L1 30",46,"disamb","tt","disamb tt",5,0,970,970,-0.5,-0.5,970
"705",20610,-0.5,"L1 30",27,"disamb","tt","disamb tt",6,0,676,676,0.5,-0.5,676
"706",20612,-0.5,"L1 30",43,"disamb","tt","disamb tt",6,0,424,424,0.5,-0.5,424
"707",20614,-0.5,"L1 30",37,"disamb","tt","disamb tt",8,0,906,906,0.5,0.5,906
"708",20616,-0.5,"L1 30",36,"disamb","tt","disamb tt",7,0,2168,2168,-0.5,0.5,2168
"709",20618,-0.5,"L1 30",42,"disamb","tt","disamb tt",5,0,726,726,-0.5,-0.5,726
"710",20620,-0.5,"L1 30",47,"disamb","tt","disamb tt",6,0,422,422,0.5,-0.5,422
"711",20622,-0.5,"L1 30",35,"disamb","tt","disamb tt",6,0,148,148,0.5,-0.5,148
"712",20624,-0.5,"L1 30",34,"disamb","tt","disamb tt",5,0,676,676,-0.5,-0.5,676
"713",20626,-0.5,"L1 30",44,"disamb","tt","disamb tt",7,0,312,312,-0.5,0.5,312
"714",20628,-0.5,"L1 30",38,"disamb","tt","disamb tt",5,0,162,162,-0.5,-0.5,162
"715",20630,-0.5,"L1 30",45,"disamb","tt","disamb tt",8,0,276,276,0.5,0.5,276
"716",20632,-0.5,"L1 30",32,"disamb","tt","disamb tt",7,0,1196,1196,-0.5,0.5,1196
"717",20634,-0.5,"L1 30",29,"disamb","tt","disamb tt",8,0,434,434,0.5,0.5,434
"718",20636,-0.5,"L1 30",26,"disamb","tt","disamb tt",5,0,882,882,-0.5,-0.5,882
"719",20638,-0.5,"L1 30",33,"disamb","tt","disamb tt",8,0,326,326,0.5,0.5,326
"720",20640,-0.5,"L1 30",39,"disamb","tt","disamb tt",6,0,332,332,0.5,-0.5,332
"721",20641,-0.5,"L1 31",32,"disamb","tt","disamb tt",8,0,1446,1446,0.5,0.5,1446
"722",20643,-0.5,"L1 31",40,"disamb","tt","disamb tt",8,0,620,620,0.5,0.5,620
"723",20645,-0.5,"L1 31",47,"disamb","tt","disamb tt",7,0,918,918,-0.5,0.5,918
"724",20647,-0.5,"L1 31",42,"disamb","tt","disamb tt",6,0,984,984,0.5,-0.5,984
"725",20649,-0.5,"L1 31",29,"disamb","tt","disamb tt",5,0,620,620,-0.5,-0.5,620
"726",20651,-0.5,"L1 31",38,"disamb","tt","disamb tt",6,0,386,386,0.5,-0.5,386
"727",20653,-0.5,"L1 31",41,"disamb","tt","disamb tt",5,0,996,996,-0.5,-0.5,996
"728",20655,-0.5,"L1 31",37,"disamb","tt","disamb tt",5,0,796,796,-0.5,-0.5,796
"729",20657,-0.5,"L1 31",44,"disamb","tt","disamb tt",8,0,624,624,0.5,0.5,624
"730",20659,-0.5,"L1 31",35,"disamb","tt","disamb tt",7,0,1604,1604,-0.5,0.5,1604
"731",20661,-0.5,"L1 31",30,"disamb","tt","disamb tt",6,0,706,706,0.5,-0.5,706
"732",20663,-0.5,"L1 31",33,"disamb","tt","disamb tt",5,0,510,510,-0.5,-0.5,510
"733",20665,-0.5,"L1 31",45,"disamb","tt","disamb tt",5,0,224,224,-0.5,-0.5,224
"734",20667,-0.5,"L1 31",26,"disamb","tt","disamb tt",6,0,620,620,0.5,-0.5,620
"735",20669,-0.5,"L1 31",25,"disamb","tt","disamb tt",5,0,1086,1086,-0.5,-0.5,1086
"736",20671,-0.5,"L1 31",28,"disamb","tt","disamb tt",8,0,1206,1206,0.5,0.5,1206
"737",20673,-0.5,"L1 31",46,"disamb","tt","disamb tt",6,0,304,304,0.5,-0.5,304
"738",20675,-0.5,"L1 31",31,"disamb","tt","disamb tt",7,0,1072,1072,-0.5,0.5,1072
"739",20677,-0.5,"L1 31",36,"disamb","tt","disamb tt",8,0,944,944,0.5,0.5,944
"740",20679,-0.5,"L1 31",27,"disamb","tt","disamb tt",7,0,588,588,-0.5,0.5,588
"741",20681,-0.5,"L1 31",48,"disamb","tt","disamb tt",8,0,176,176,0.5,0.5,176
"742",20683,-0.5,"L1 31",43,"disamb","tt","disamb tt",7,0,802,802,-0.5,0.5,802
"743",20685,-0.5,"L1 31",34,"disamb","tt","disamb tt",6,0,364,364,0.5,-0.5,364
"744",20687,-0.5,"L1 31",39,"disamb","tt","disamb tt",7,0,218,218,-0.5,0.5,218
"745",20690,-0.5,"L1 32",47,"disamb","tt","disamb tt",8,0,1082,1082,0.5,0.5,1082
"746",20692,-0.5,"L1 32",35,"disamb","tt","disamb tt",8,0,428,428,0.5,0.5,428
"747",20694,-0.5,"L1 32",31,"disamb","tt","disamb tt",8,0,584,584,0.5,0.5,584
"748",20696,-0.5,"L1 32",48,"disamb","tt","disamb tt",5,0,626,626,-0.5,-0.5,626
"749",20698,-0.5,"L1 32",26,"disamb","tt","disamb tt",7,0,636,636,-0.5,0.5,636
"750",20700,-0.5,"L1 32",33,"disamb","tt","disamb tt",6,0,438,438,0.5,-0.5,438
"751",20702,-0.5,"L1 32",43,"disamb","tt","disamb tt",8,0,762,762,0.5,0.5,762
"752",20704,-0.5,"L1 32",30,"disamb","tt","disamb tt",7,0,1394,1394,-0.5,0.5,1394
"753",20706,-0.5,"L1 32",36,"disamb","tt","disamb tt",5,0,318,318,-0.5,-0.5,318
"754",20708,-0.5,"L1 32",44,"disamb","tt","disamb tt",5,0,1064,1064,-0.5,-0.5,1064
"755",20710,-0.5,"L1 32",34,"disamb","tt","disamb tt",7,0,406,406,-0.5,0.5,406
"756",20712,-0.5,"L1 32",42,"disamb","tt","disamb tt",7,0,672,672,-0.5,0.5,672
"757",20714,-0.5,"L1 32",37,"disamb","tt","disamb tt",6,1,0,NA,0.5,-0.5,NA
"758",20716,-0.5,"L1 32",29,"disamb","tt","disamb tt",6,0,352,352,0.5,-0.5,352
"759",20718,-0.5,"L1 32",41,"disamb","tt","disamb tt",6,0,112,112,0.5,-0.5,112
"760",20720,-0.5,"L1 32",32,"disamb","tt","disamb tt",5,0,230,230,-0.5,-0.5,230
"761",20722,-0.5,"L1 32",27,"disamb","tt","disamb tt",8,0,378,378,0.5,0.5,378
"762",20724,-0.5,"L1 32",46,"disamb","tt","disamb tt",7,0,440,440,-0.5,0.5,440
"763",20726,-0.5,"L1 32",38,"disamb","tt","disamb tt",7,0,246,246,-0.5,0.5,246
"764",20728,-0.5,"L1 32",28,"disamb","tt","disamb tt",5,0,140,140,-0.5,-0.5,140
"765",20730,-0.5,"L1 32",25,"disamb","tt","disamb tt",6,1,0,NA,0.5,-0.5,NA
"766",20732,-0.5,"L1 32",45,"disamb","tt","disamb tt",6,1,0,NA,0.5,-0.5,NA
"767",20734,-0.5,"L1 32",39,"disamb","tt","disamb tt",8,0,494,494,0.5,0.5,494
"768",20736,-0.5,"L1 32",40,"disamb","tt","disamb tt",5,0,152,152,-0.5,-0.5,152
"769",20738,-0.5,"L1 33",42,"disamb","tt","disamb tt",8,0,430,430,0.5,0.5,430
"770",20740,-0.5,"L1 33",25,"disamb","tt","disamb tt",7,0,510,510,-0.5,0.5,510
"771",20742,-0.5,"L1 33",37,"disamb","tt","disamb tt",7,0,1250,1250,-0.5,0.5,NA
"772",20744,-0.5,"L1 33",41,"disamb","tt","disamb tt",7,0,682,682,-0.5,0.5,682
"773",20746,-0.5,"L1 33",40,"disamb","tt","disamb tt",6,0,258,258,0.5,-0.5,258
"774",20748,-0.5,"L1 33",31,"disamb","tt","disamb tt",5,0,464,464,-0.5,-0.5,464
"775",20750,-0.5,"L1 33",30,"disamb","tt","disamb tt",8,0,368,368,0.5,0.5,368
"776",20752,-0.5,"L1 33",35,"disamb","tt","disamb tt",5,0,386,386,-0.5,-0.5,386
"777",20754,-0.5,"L1 33",27,"disamb","tt","disamb tt",5,0,504,504,-0.5,-0.5,504
"778",20756,-0.5,"L1 33",39,"disamb","tt","disamb tt",5,0,490,490,-0.5,-0.5,490
"779",20758,-0.5,"L1 33",47,"disamb","tt","disamb tt",5,0,268,268,-0.5,-0.5,268
"780",20760,-0.5,"L1 33",43,"disamb","tt","disamb tt",5,0,342,342,-0.5,-0.5,342
"781",20762,-0.5,"L1 33",28,"disamb","tt","disamb tt",6,0,228,228,0.5,-0.5,228
"782",20764,-0.5,"L1 33",46,"disamb","tt","disamb tt",8,0,308,308,0.5,0.5,308
"783",20766,-0.5,"L1 33",38,"disamb","tt","disamb tt",8,0,216,216,0.5,0.5,216
"784",20768,-0.5,"L1 33",44,"disamb","tt","disamb tt",6,0,576,576,0.5,-0.5,576
"785",20770,-0.5,"L1 33",33,"disamb","tt","disamb tt",7,0,156,156,-0.5,0.5,156
"786",20772,-0.5,"L1 33",48,"disamb","tt","disamb tt",6,1,0,NA,0.5,-0.5,NA
"787",20774,-0.5,"L1 33",34,"disamb","tt","disamb tt",8,0,234,234,0.5,0.5,234
"788",20776,-0.5,"L1 33",36,"disamb","tt","disamb tt",6,0,524,524,0.5,-0.5,524
"789",20778,-0.5,"L1 33",45,"disamb","tt","disamb tt",7,0,262,262,-0.5,0.5,262
"790",20780,-0.5,"L1 33",32,"disamb","tt","disamb tt",6,0,362,362,0.5,-0.5,362
"791",20782,-0.5,"L1 33",26,"disamb","tt","disamb tt",8,0,250,250,0.5,0.5,250
"792",20784,-0.5,"L1 33",29,"disamb","tt","disamb tt",7,0,378,378,-0.5,0.5,378
"793",20785,-0.5,"L1 34",40,"disamb","tt","disamb tt",7,0,1451,1451,-0.5,0.5,1451
"794",20787,-0.5,"L1 34",29,"disamb","tt","disamb tt",8,0,2155,2155,0.5,0.5,2155
"795",20789,-0.5,"L1 34",45,"disamb","tt","disamb tt",8,0,947,947,0.5,0.5,947
"796",20791,-0.5,"L1 34",32,"disamb","tt","disamb tt",7,0,1016,1016,-0.5,0.5,1016
"797",20793,-0.5,"L1 34",28,"disamb","tt","disamb tt",7,0,1175,1175,-0.5,0.5,1175
"798",20795,-0.5,"L1 34",44,"disamb","tt","disamb tt",7,0,1394,1394,-0.5,0.5,1394
"799",20797,-0.5,"L1 34",39,"disamb","tt","disamb tt",6,0,1181,1181,0.5,-0.5,1181
"800",20799,-0.5,"L1 34",43,"disamb","tt","disamb tt",6,0,761,761,0.5,-0.5,761
"801",20801,-0.5,"L1 34",25,"disamb","tt","disamb tt",8,0,365,365,0.5,0.5,365
"802",20803,-0.5,"L1 34",31,"disamb","tt","disamb tt",6,0,475,475,0.5,-0.5,475
"803",20805,-0.5,"L1 34",26,"disamb","tt","disamb tt",5,0,1072,1072,-0.5,-0.5,1072
"804",20807,-0.5,"L1 34",30,"disamb","tt","disamb tt",5,0,526,526,-0.5,-0.5,526
"805",20809,-0.5,"L1 34",48,"disamb","tt","disamb tt",7,0,1070,1070,-0.5,0.5,1070
"806",20811,-0.5,"L1 34",41,"disamb","tt","disamb tt",8,0,1906,1906,0.5,0.5,1906
"807",20813,-0.5,"L1 34",27,"disamb","tt","disamb tt",6,0,907,907,0.5,-0.5,907
"808",20815,-0.5,"L1 34",34,"disamb","tt","disamb tt",5,0,430,430,-0.5,-0.5,430
"809",20817,-0.5,"L1 34",35,"disamb","tt","disamb tt",6,0,1371,1371,0.5,-0.5,1371
"810",20819,-0.5,"L1 34",37,"disamb","tt","disamb tt",8,0,744,744,0.5,0.5,744
"811",20821,-0.5,"L1 34",46,"disamb","tt","disamb tt",5,0,220,220,-0.5,-0.5,220
"812",20823,-0.5,"L1 34",36,"disamb","tt","disamb tt",7,0,232,232,-0.5,0.5,232
"813",20825,-0.5,"L1 34",33,"disamb","tt","disamb tt",8,0,414,414,0.5,0.5,414
"814",20827,-0.5,"L1 34",42,"disamb","tt","disamb tt",5,0,1121,1121,-0.5,-0.5,1121
