"","X","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation","trimmed_nozero"
"815",20829,-0.5,"L1 34",38,"disamb","tt","disamb tt",5,0,992,992,-0.5,-0.5,992
"816",20831,-0.5,"L1 34",47,"disamb","tt","disamb tt",6,0,1141,1141,0.5,-0.5,1141
"817",20834,-0.5,"L1 35",38,"disamb","tt","disamb tt",5,0,1244,1244,-0.5,-0.5,1244
"818",20836,-0.5,"L1 35",48,"disamb","tt","disamb tt",7,0,696,696,-0.5,0.5,696
"819",20838,-0.5,"L1 35",47,"disamb","tt","disamb tt",6,0,508,508,0.5,-0.5,508
"820",20840,-0.5,"L1 35",32,"disamb","tt","disamb tt",7,0,924,924,-0.5,0.5,924
"821",20842,-0.5,"L1 35",42,"disamb","tt","disamb tt",5,0,656,656,-0.5,-0.5,656
"822",20844,-0.5,"L1 35",31,"disamb","tt","disamb tt",6,0,258,258,0.5,-0.5,258
"823",20846,-0.5,"L1 35",40,"disamb","tt","disamb tt",7,0,1070,1070,-0.5,0.5,1070
"824",20848,-0.5,"L1 35",33,"disamb","tt","disamb tt",8,0,198,198,0.5,0.5,198
"825",20850,-0.5,"L1 35",29,"disamb","tt","disamb tt",8,0,406,406,0.5,0.5,406
"826",20852,-0.5,"L1 35",41,"disamb","tt","disamb tt",8,0,648,648,0.5,0.5,648
"827",20854,-0.5,"L1 35",46,"disamb","tt","disamb tt",5,0,792,792,-0.5,-0.5,792
"828",20856,-0.5,"L1 35",45,"disamb","tt","disamb tt",8,0,488,488,0.5,0.5,488
"829",20858,-0.5,"L1 35",39,"disamb","tt","disamb tt",6,0,198,198,0.5,-0.5,198
"830",20860,-0.5,"L1 35",28,"disamb","tt","disamb tt",7,0,746,746,-0.5,0.5,746
"831",20862,-0.5,"L1 35",44,"disamb","tt","disamb tt",7,0,166,166,-0.5,0.5,166
"832",20864,-0.5,"L1 35",37,"disamb","tt","disamb tt",8,0,232,232,0.5,0.5,232
"833",20866,-0.5,"L1 35",25,"disamb","tt","disamb tt",8,0,354,354,0.5,0.5,354
"834",20868,-0.5,"L1 35",27,"disamb","tt","disamb tt",6,0,752,752,0.5,-0.5,752
"835",20870,-0.5,"L1 35",36,"disamb","tt","disamb tt",7,0,382,382,-0.5,0.5,382
"836",20872,-0.5,"L1 35",34,"disamb","tt","disamb tt",5,0,214,214,-0.5,-0.5,214
"837",20874,-0.5,"L1 35",43,"disamb","tt","disamb tt",6,0,234,234,0.5,-0.5,234
"838",20876,-0.5,"L1 35",26,"disamb","tt","disamb tt",5,0,758,758,-0.5,-0.5,758
"839",20878,-0.5,"L1 35",30,"disamb","tt","disamb tt",5,0,474,474,-0.5,-0.5,474
"840",20880,-0.5,"L1 35",35,"disamb","tt","disamb tt",6,0,580,580,0.5,-0.5,580
"841",20882,-0.5,"L1 36",40,"disamb","tt","disamb tt",8,0,266,266,0.5,0.5,266
"842",20884,-0.5,"L1 36",42,"disamb","tt","disamb tt",6,0,642,642,0.5,-0.5,642
"843",20886,-0.5,"L1 36",41,"disamb","tt","disamb tt",5,0,552,552,-0.5,-0.5,552
"844",20888,-0.5,"L1 36",25,"disamb","tt","disamb tt",5,0,405,405,-0.5,-0.5,405
"845",20890,-0.5,"L1 36",37,"disamb","tt","disamb tt",5,0,537,537,-0.5,-0.5,537
"846",20892,-0.5,"L1 36",44,"disamb","tt","disamb tt",8,0,398,398,0.5,0.5,398
"847",20894,-0.5,"L1 36",29,"disamb","tt","disamb tt",5,0,622,622,-0.5,-0.5,622
"848",20896,-0.5,"L1 36",38,"disamb","tt","disamb tt",6,0,314,314,0.5,-0.5,314
"849",20898,-0.5,"L1 36",31,"disamb","tt","disamb tt",7,0,476,476,-0.5,0.5,476
"850",20900,-0.5,"L1 36",30,"disamb","tt","disamb tt",6,0,780,780,0.5,-0.5,780
"851",20902,-0.5,"L1 36",35,"disamb","tt","disamb tt",7,0,1032,1032,-0.5,0.5,1032
"852",20904,-0.5,"L1 36",47,"disamb","tt","disamb tt",7,0,507,507,-0.5,0.5,507
"853",20906,-0.5,"L1 36",32,"disamb","tt","disamb tt",8,0,641,641,0.5,0.5,641
"854",20908,-0.5,"L1 36",34,"disamb","tt","disamb tt",6,0,569,569,0.5,-0.5,569
"855",20910,-0.5,"L1 36",36,"disamb","tt","disamb tt",8,0,215,215,0.5,0.5,215
"856",20912,-0.5,"L1 36",46,"disamb","tt","disamb tt",6,0,188,188,0.5,-0.5,188
"857",20914,-0.5,"L1 36",39,"disamb","tt","disamb tt",7,0,702,702,-0.5,0.5,702
"858",20916,-0.5,"L1 36",27,"disamb","tt","disamb tt",7,0,427,427,-0.5,0.5,427
"859",20918,-0.5,"L1 36",33,"disamb","tt","disamb tt",5,0,267,267,-0.5,-0.5,267
"860",20920,-0.5,"L1 36",28,"disamb","tt","disamb tt",8,0,171,171,0.5,0.5,171
"861",20922,-0.5,"L1 36",26,"disamb","tt","disamb tt",6,0,189,189,0.5,-0.5,189
"862",20924,-0.5,"L1 36",43,"disamb","tt","disamb tt",7,0,409,409,-0.5,0.5,409
"863",20926,-0.5,"L1 36",45,"disamb","tt","disamb tt",5,0,225,225,-0.5,-0.5,225
"864",20928,-0.5,"L1 36",48,"disamb","tt","disamb tt",8,0,445,445,0.5,0.5,445
"865",20930,-0.5,"L1 37",26,"disamb","tt","disamb tt",7,0,1147,1147,-0.5,0.5,1147
"866",20932,-0.5,"L1 37",45,"disamb","tt","disamb tt",6,0,954,954,0.5,-0.5,954
"867",20934,-0.5,"L1 37",46,"disamb","tt","disamb tt",7,0,1113,1113,-0.5,0.5,1113
"868",20936,-0.5,"L1 37",43,"disamb","tt","disamb tt",8,0,231,231,0.5,0.5,231
"869",20938,-0.5,"L1 37",31,"disamb","tt","disamb tt",8,0,220,220,0.5,0.5,220
"870",20940,-0.5,"L1 37",29,"disamb","tt","disamb tt",6,0,276,276,0.5,-0.5,276
"871",20942,-0.5,"L1 37",44,"disamb","tt","disamb tt",5,0,456,456,-0.5,-0.5,456
"872",20944,-0.5,"L1 37",39,"disamb","tt","disamb tt",8,0,250,250,0.5,0.5,250
"873",20946,-0.5,"L1 37",36,"disamb","tt","disamb tt",5,0,383,383,-0.5,-0.5,383
"874",20948,-0.5,"L1 37",38,"disamb","tt","disamb tt",7,0,875,875,-0.5,0.5,875
"875",20950,-0.5,"L1 37",42,"disamb","tt","disamb tt",7,0,1295,1295,-0.5,0.5,1295
"876",20952,-0.5,"L1 37",34,"disamb","tt","disamb tt",7,0,625,625,-0.5,0.5,625
"877",20954,-0.5,"L1 37",28,"disamb","tt","disamb tt",5,0,468,468,-0.5,-0.5,468
"878",20956,-0.5,"L1 37",37,"disamb","tt","disamb tt",6,0,424,424,0.5,-0.5,424
"879",20958,-0.5,"L1 37",48,"disamb","tt","disamb tt",5,0,226,226,-0.5,-0.5,226
"880",20960,-0.5,"L1 37",47,"disamb","tt","disamb tt",8,0,523,523,0.5,0.5,523
"881",20962,-0.5,"L1 37",40,"disamb","tt","disamb tt",5,0,418,418,-0.5,-0.5,418
"882",20964,-0.5,"L1 37",30,"disamb","tt","disamb tt",7,0,230,230,-0.5,0.5,230
"883",20966,-0.5,"L1 37",32,"disamb","tt","disamb tt",5,0,678,678,-0.5,-0.5,678
"884",20968,-0.5,"L1 37",35,"disamb","tt","disamb tt",8,0,375,375,0.5,0.5,375
"885",20970,-0.5,"L1 37",27,"disamb","tt","disamb tt",8,0,318,318,0.5,0.5,318
"886",20972,-0.5,"L1 37",25,"disamb","tt","disamb tt",6,0,190,190,0.5,-0.5,190
"887",20974,-0.5,"L1 37",41,"disamb","tt","disamb tt",6,0,283,283,0.5,-0.5,283
"888",20976,-0.5,"L1 37",33,"disamb","tt","disamb tt",6,0,186,186,0.5,-0.5,186
"889",20977,-0.5,"L1 38",39,"disamb","tt","disamb tt",5,0,545,545,-0.5,-0.5,545
"890",20979,-0.5,"L1 38",46,"disamb","tt","disamb tt",8,0,297,297,0.5,0.5,297
"891",20981,-0.5,"L1 38",25,"disamb","tt","disamb tt",7,0,430,430,-0.5,0.5,430
"892",20983,-0.5,"L1 38",27,"disamb","tt","disamb tt",5,0,808,808,-0.5,-0.5,808
"893",20985,-0.5,"L1 38",32,"disamb","tt","disamb tt",6,0,154,154,0.5,-0.5,154
"894",20987,-0.5,"L1 38",43,"disamb","tt","disamb tt",5,0,615,615,-0.5,-0.5,615
"895",20989,-0.5,"L1 38",44,"disamb","tt","disamb tt",6,0,529,529,0.5,-0.5,529
"896",20991,-0.5,"L1 38",37,"disamb","tt","disamb tt",7,0,237,237,-0.5,0.5,237
"897",20993,-0.5,"L1 38",40,"disamb","tt","disamb tt",6,0,262,262,0.5,-0.5,262
"898",20995,-0.5,"L1 38",38,"disamb","tt","disamb tt",8,0,454,454,0.5,0.5,454
"899",20997,-0.5,"L1 38",48,"disamb","tt","disamb tt",6,0,175,175,0.5,-0.5,175
"900",20999,-0.5,"L1 38",35,"disamb","tt","disamb tt",5,0,1037,1037,-0.5,-0.5,1037
"901",21001,-0.5,"L1 38",36,"disamb","tt","disamb tt",6,0,82,82,0.5,-0.5,82
"902",21003,-0.5,"L1 38",28,"disamb","tt","disamb tt",6,0,279,279,0.5,-0.5,279
"903",21005,-0.5,"L1 38",30,"disamb","tt","disamb tt",8,0,433,433,0.5,0.5,433
"904",21007,-0.5,"L1 38",45,"disamb","tt","disamb tt",7,0,497,497,-0.5,0.5,497
"905",21009,-0.5,"L1 38",33,"disamb","tt","disamb tt",7,0,297,297,-0.5,0.5,297
"906",21011,-0.5,"L1 38",47,"disamb","tt","disamb tt",5,0,305,305,-0.5,-0.5,305
"907",21013,-0.5,"L1 38",31,"disamb","tt","disamb tt",5,1,0,NA,-0.5,-0.5,NA
"908",21015,-0.5,"L1 38",26,"disamb","tt","disamb tt",8,0,272,272,0.5,0.5,272
"909",21017,-0.5,"L1 38",41,"disamb","tt","disamb tt",7,1,0,NA,-0.5,0.5,NA
"910",21019,-0.5,"L1 38",29,"disamb","tt","disamb tt",7,0,249,249,-0.5,0.5,249
"911",21021,-0.5,"L1 38",34,"disamb","tt","disamb tt",8,0,129,129,0.5,0.5,129
"912",21023,-0.5,"L1 38",42,"disamb","tt","disamb tt",8,1,0,NA,0.5,0.5,NA
"913",21025,-0.5,"L1 39",27,"disamb","tt","disamb tt",6,0,1687,1687,0.5,-0.5,1687
"914",21027,-0.5,"L1 39",37,"disamb","tt","disamb tt",8,0,631,631,0.5,0.5,631
"915",21029,-0.5,"L1 39",45,"disamb","tt","disamb tt",8,0,168,168,0.5,0.5,168
"916",21031,-0.5,"L1 39",34,"disamb","tt","disamb tt",5,1,0,NA,-0.5,-0.5,NA
"917",21033,-0.5,"L1 39",31,"disamb","tt","disamb tt",6,0,1261,1261,0.5,-0.5,1261
"918",21035,-0.5,"L1 39",39,"disamb","tt","disamb tt",6,0,295,295,0.5,-0.5,295
"919",21037,-0.5,"L1 39",46,"disamb","tt","disamb tt",5,0,1224,1224,-0.5,-0.5,1224
"920",21039,-0.5,"L1 39",40,"disamb","tt","disamb tt",7,0,662,662,-0.5,0.5,662
"921",21041,-0.5,"L1 39",43,"disamb","tt","disamb tt",6,0,808,808,0.5,-0.5,808
"922",21043,-0.5,"L1 39",47,"disamb","tt","disamb tt",6,0,804,804,0.5,-0.5,804
"923",21045,-0.5,"L1 39",44,"disamb","tt","disamb tt",7,0,526,526,-0.5,0.5,526
"924",21047,-0.5,"L1 39",33,"disamb","tt","disamb tt",8,0,993,993,0.5,0.5,993
"925",21049,-0.5,"L1 39",36,"disamb","tt","disamb tt",7,0,2157,2157,-0.5,0.5,2157
"926",21051,-0.5,"L1 39",41,"disamb","tt","disamb tt",8,0,500,500,0.5,0.5,500
"927",21053,-0.5,"L1 39",25,"disamb","tt","disamb tt",8,0,524,524,0.5,0.5,524
"928",21055,-0.5,"L1 39",38,"disamb","tt","disamb tt",5,0,506,506,-0.5,-0.5,506
"929",21057,-0.5,"L1 39",29,"disamb","tt","disamb tt",8,0,603,603,0.5,0.5,603
"930",21059,-0.5,"L1 39",48,"disamb","tt","disamb tt",7,0,476,476,-0.5,0.5,476
"931",21061,-0.5,"L1 39",30,"disamb","tt","disamb tt",5,0,894,894,-0.5,-0.5,894
"932",21063,-0.5,"L1 39",42,"disamb","tt","disamb tt",5,0,620,620,-0.5,-0.5,620
"933",21065,-0.5,"L1 39",32,"disamb","tt","disamb tt",7,0,1288,1288,-0.5,0.5,1288
"934",21067,-0.5,"L1 39",28,"disamb","tt","disamb tt",7,0,615,615,-0.5,0.5,615
"935",21069,-0.5,"L1 39",26,"disamb","tt","disamb tt",5,0,627,627,-0.5,-0.5,627
"936",21071,-0.5,"L1 39",35,"disamb","tt","disamb tt",6,0,386,386,0.5,-0.5,386
"937",21074,-0.5,"L1 40",30,"disamb","tt","disamb tt",6,0,614,614,0.5,-0.5,614
"938",21076,-0.5,"L1 40",48,"disamb","tt","disamb tt",8,0,496,496,0.5,0.5,496
"939",21078,-0.5,"L1 40",32,"disamb","tt","disamb tt",8,0,403,403,0.5,0.5,403
"940",21080,-0.5,"L1 40",40,"disamb","tt","disamb tt",8,0,772,772,0.5,0.5,772
"941",21082,-0.5,"L1 40",36,"disamb","tt","disamb tt",8,0,181,181,0.5,0.5,181
"942",21084,-0.5,"L1 40",31,"disamb","tt","disamb tt",7,0,504,504,-0.5,0.5,504
"943",21086,-0.5,"L1 40",38,"disamb","tt","disamb tt",6,0,149,149,0.5,-0.5,149
"944",21088,-0.5,"L1 40",27,"disamb","tt","disamb tt",7,1,0,NA,-0.5,0.5,NA
"945",21090,-0.5,"L1 40",43,"disamb","tt","disamb tt",7,0,152,152,-0.5,0.5,152
"946",21092,-0.5,"L1 40",47,"disamb","tt","disamb tt",7,1,0,NA,-0.5,0.5,NA
"947",21094,-0.5,"L1 40",28,"disamb","tt","disamb tt",8,1,0,NA,0.5,0.5,NA
"948",21096,-0.5,"L1 40",42,"disamb","tt","disamb tt",6,0,156,156,0.5,-0.5,156
"949",21098,-0.5,"L1 40",39,"disamb","tt","disamb tt",7,1,0,NA,-0.5,0.5,NA
"950",21100,-0.5,"L1 40",45,"disamb","tt","disamb tt",5,1,0,NA,-0.5,-0.5,NA
"951",21102,-0.5,"L1 40",26,"disamb","tt","disamb tt",6,0,145,145,0.5,-0.5,145
"952",21104,-0.5,"L1 40",37,"disamb","tt","disamb tt",5,0,132,132,-0.5,-0.5,132
"953",21106,-0.5,"L1 40",34,"disamb","tt","disamb tt",6,0,149,149,0.5,-0.5,149
"954",21108,-0.5,"L1 40",25,"disamb","tt","disamb tt",5,1,0,NA,-0.5,-0.5,NA
"955",21110,-0.5,"L1 40",29,"disamb","tt","disamb tt",5,0,164,164,-0.5,-0.5,164
"956",21112,-0.5,"L1 40",33,"disamb","tt","disamb tt",5,0,148,148,-0.5,-0.5,148
"957",21114,-0.5,"L1 40",44,"disamb","tt","disamb tt",8,0,155,155,0.5,0.5,155
"958",21116,-0.5,"L1 40",46,"disamb","tt","disamb tt",6,1,0,NA,0.5,-0.5,NA
"959",21118,-0.5,"L1 40",41,"disamb","tt","disamb tt",5,0,119,119,-0.5,-0.5,119
"960",21120,-0.5,"L1 40",35,"disamb","tt","disamb tt",7,1,0,NA,-0.5,0.5,NA
"961",47901,0.5,"L2 1",28,"disamb","tt","disamb tt",8,0,324,324,0.5,0.5,324
"962",47903,0.5,"L2 1",46,"disamb","tt","disamb tt",6,0,459,459,0.5,-0.5,459
"963",47905,0.5,"L2 1",40,"disamb","tt","disamb tt",8,0,567,567,0.5,0.5,567
"964",47907,0.5,"L2 1",25,"disamb","tt","disamb tt",5,0,496,496,-0.5,-0.5,496
"965",47909,0.5,"L2 1",42,"disamb","tt","disamb tt",6,0,282,282,0.5,-0.5,282
"966",47911,0.5,"L2 1",37,"disamb","tt","disamb tt",5,0,488,488,-0.5,-0.5,488
"967",47913,0.5,"L2 1",26,"disamb","tt","disamb tt",6,0,603,603,0.5,-0.5,603
"968",47915,0.5,"L2 1",30,"disamb","tt","disamb tt",6,0,299,299,0.5,-0.5,299
"969",47917,0.5,"L2 1",32,"disamb","tt","disamb tt",8,0,609,609,0.5,0.5,609
"970",47919,0.5,"L2 1",31,"disamb","tt","disamb tt",7,0,237,237,-0.5,0.5,237
"971",47921,0.5,"L2 1",47,"disamb","tt","disamb tt",7,0,446,446,-0.5,0.5,446
"972",47923,0.5,"L2 1",44,"disamb","tt","disamb tt",8,0,993,993,0.5,0.5,993
"973",47925,0.5,"L2 1",27,"disamb","tt","disamb tt",7,0,317,317,-0.5,0.5,317
"974",47927,0.5,"L2 1",33,"disamb","tt","disamb tt",5,0,290,290,-0.5,-0.5,290
"975",47929,0.5,"L2 1",45,"disamb","tt","disamb tt",5,0,220,220,-0.5,-0.5,220
"976",47931,0.5,"L2 1",34,"disamb","tt","disamb tt",6,0,179,179,0.5,-0.5,179
"977",47933,0.5,"L2 1",35,"disamb","tt","disamb tt",7,0,1020,1020,-0.5,0.5,1020
"978",47935,0.5,"L2 1",29,"disamb","tt","disamb tt",5,0,530,530,-0.5,-0.5,530
"979",47937,0.5,"L2 1",41,"disamb","tt","disamb tt",5,0,431,431,-0.5,-0.5,431
"980",47939,0.5,"L2 1",38,"disamb","tt","disamb tt",6,0,310,310,0.5,-0.5,310
"981",47941,0.5,"L2 1",43,"disamb","tt","disamb tt",7,0,364,364,-0.5,0.5,364
"982",47943,0.5,"L2 1",39,"disamb","tt","disamb tt",7,0,567,567,-0.5,0.5,567
"983",47945,0.5,"L2 1",48,"disamb","tt","disamb tt",8,0,776,776,0.5,0.5,776
"984",47947,0.5,"L2 1",36,"disamb","tt","disamb tt",8,0,267,267,0.5,0.5,267
"985",47949,0.5,"L2 2",32,"disamb","tt","disamb tt",5,0,496,496,-0.5,-0.5,496
"986",47951,0.5,"L2 2",48,"disamb","tt","disamb tt",5,0,1734,1734,-0.5,-0.5,1734
"987",47953,0.5,"L2 2",40,"disamb","tt","disamb tt",5,0,1881,1881,-0.5,-0.5,1881
"988",47955,0.5,"L2 2",28,"disamb","tt","disamb tt",5,0,705,705,-0.5,-0.5,705
"989",47957,0.5,"L2 2",38,"disamb","tt","disamb tt",7,0,640,640,-0.5,0.5,640
"990",47959,0.5,"L2 2",42,"disamb","tt","disamb tt",7,0,364,364,-0.5,0.5,364
"991",47961,0.5,"L2 2",37,"disamb","tt","disamb tt",6,0,273,273,0.5,-0.5,273
"992",47963,0.5,"L2 2",29,"disamb","tt","disamb tt",6,0,203,203,0.5,-0.5,203
"993",47965,0.5,"L2 2",45,"disamb","tt","disamb tt",6,0,497,497,0.5,-0.5,497
"994",47967,0.5,"L2 2",41,"disamb","tt","disamb tt",6,0,433,433,0.5,-0.5,433
"995",47969,0.5,"L2 2",35,"disamb","tt","disamb tt",8,0,507,507,0.5,0.5,507
"996",47971,0.5,"L2 2",44,"disamb","tt","disamb tt",5,0,721,721,-0.5,-0.5,721
"997",47973,0.5,"L2 2",46,"disamb","tt","disamb tt",7,0,105,105,-0.5,0.5,105
"998",47975,0.5,"L2 2",26,"disamb","tt","disamb tt",7,0,210,210,-0.5,0.5,210
"999",47977,0.5,"L2 2",25,"disamb","tt","disamb tt",6,1,0,NA,0.5,-0.5,NA
"1000",47979,0.5,"L2 2",47,"disamb","tt","disamb tt",8,0,356,356,0.5,0.5,356
"1001",47981,0.5,"L2 2",34,"disamb","tt","disamb tt",7,1,0,NA,-0.5,0.5,NA
"1002",47983,0.5,"L2 2",43,"disamb","tt","disamb tt",8,0,334,334,0.5,0.5,334
"1003",47985,0.5,"L2 2",33,"disamb","tt","disamb tt",6,0,424,424,0.5,-0.5,424
"1004",47987,0.5,"L2 2",39,"disamb","tt","disamb tt",8,0,870,870,0.5,0.5,870
"1005",47989,0.5,"L2 2",30,"disamb","tt","disamb tt",7,0,334,334,-0.5,0.5,334
"1006",47991,0.5,"L2 2",31,"disamb","tt","disamb tt",8,0,320,320,0.5,0.5,320
"1007",47993,0.5,"L2 2",36,"disamb","tt","disamb tt",5,0,674,674,-0.5,-0.5,674
"1008",47995,0.5,"L2 2",27,"disamb","tt","disamb tt",8,0,209,209,0.5,0.5,209
"1009",47997,0.5,"L2 3",36,"disamb","tt","disamb tt",6,0,726,726,0.5,-0.5,726
"1010",47999,0.5,"L2 3",27,"disamb","tt","disamb tt",5,0,2564,2564,-0.5,-0.5,2564
"1011",48001,0.5,"L2 3",37,"disamb","tt","disamb tt",7,0,1063,1063,-0.5,0.5,1063
"1012",48003,0.5,"L2 3",41,"disamb","tt","disamb tt",7,0,4226,4226,-0.5,0.5,4226
"1013",48005,0.5,"L2 3",26,"disamb","tt","disamb tt",8,0,1565,1565,0.5,0.5,1565
"1014",48007,0.5,"L2 3",45,"disamb","tt","disamb tt",7,0,1957,1957,-0.5,0.5,1957
"1015",48009,0.5,"L2 3",42,"disamb","tt","disamb tt",8,0,1962,1962,0.5,0.5,1962
"1016",48011,0.5,"L2 3",47,"disamb","tt","disamb tt",5,0,1216,1216,-0.5,-0.5,1216
"1017",48013,0.5,"L2 3",29,"disamb","tt","disamb tt",7,0,2142,2142,-0.5,0.5,2142
"1018",48015,0.5,"L2 3",34,"disamb","tt","disamb tt",8,0,661,661,0.5,0.5,661
"1019",48017,0.5,"L2 3",39,"disamb","tt","disamb tt",5,0,412,412,-0.5,-0.5,412
"1020",48019,0.5,"L2 3",48,"disamb","tt","disamb tt",6,0,1029,1029,0.5,-0.5,1029
"1021",48021,0.5,"L2 3",44,"disamb","tt","disamb tt",6,0,328,328,0.5,-0.5,328
"1022",48023,0.5,"L2 3",43,"disamb","tt","disamb tt",5,0,501,501,-0.5,-0.5,501
"1023",48025,0.5,"L2 3",28,"disamb","tt","disamb tt",6,0,274,274,0.5,-0.5,274
"1024",48027,0.5,"L2 3",40,"disamb","tt","disamb tt",6,0,478,478,0.5,-0.5,478
"1025",48029,0.5,"L2 3",30,"disamb","tt","disamb tt",8,0,808,808,0.5,0.5,808
"1026",48031,0.5,"L2 3",32,"disamb","tt","disamb tt",6,0,918,918,0.5,-0.5,918
"1027",48033,0.5,"L2 3",25,"disamb","tt","disamb tt",7,0,870,870,-0.5,0.5,870
"1028",48035,0.5,"L2 3",38,"disamb","tt","disamb tt",8,0,638,638,0.5,0.5,638
"1029",48037,0.5,"L2 3",33,"disamb","tt","disamb tt",7,0,445,445,-0.5,0.5,445
"1030",48039,0.5,"L2 3",31,"disamb","tt","disamb tt",5,0,291,291,-0.5,-0.5,291
"1031",48041,0.5,"L2 3",46,"disamb","tt","disamb tt",8,0,753,753,0.5,0.5,753
"1032",48043,0.5,"L2 3",35,"disamb","tt","disamb tt",5,0,261,261,-0.5,-0.5,261
"1033",48045,0.5,"L2 4",28,"disamb","tt","disamb tt",7,0,1715,1715,-0.5,0.5,1715
"1034",48047,0.5,"L2 4",31,"disamb","tt","disamb tt",6,0,712,712,0.5,-0.5,712
"1035",48049,0.5,"L2 4",44,"disamb","tt","disamb tt",7,0,3858,3858,-0.5,0.5,3858
"1036",48051,0.5,"L2 4",26,"disamb","tt","disamb tt",5,0,2368,2368,-0.5,-0.5,2368
"1037",48053,0.5,"L2 4",37,"disamb","tt","disamb tt",8,0,653,653,0.5,0.5,653
"1038",48055,0.5,"L2 4",32,"disamb","tt","disamb tt",7,0,1068,1068,-0.5,0.5,1068
"1039",48057,0.5,"L2 4",36,"disamb","tt","disamb tt",7,0,1222,1222,-0.5,0.5,1222
"1040",48059,0.5,"L2 4",38,"disamb","tt","disamb tt",5,0,1002,1002,-0.5,-0.5,1002
"1041",48061,0.5,"L2 4",46,"disamb","tt","disamb tt",5,0,293,293,-0.5,-0.5,293
"1042",48062,0.5,"L2 4",29,"disamb","tt","disamb tt",8,0,482,482,0.5,0.5,482
"1043",48064,0.5,"L2 4",43,"disamb","tt","disamb tt",6,0,832,832,0.5,-0.5,832
"1044",48066,0.5,"L2 4",33,"disamb","tt","disamb tt",8,0,3117,3117,0.5,0.5,3117
"1045",48068,0.5,"L2 4",45,"disamb","tt","disamb tt",8,0,1069,1069,0.5,0.5,1069
"1046",48070,0.5,"L2 4",30,"disamb","tt","disamb tt",5,0,1138,1138,-0.5,-0.5,1138
"1047",48071,0.5,"L2 4",40,"disamb","tt","disamb tt",7,0,1159,1159,-0.5,0.5,1159
"1048",48073,0.5,"L2 4",41,"disamb","tt","disamb tt",8,0,1264,1264,0.5,0.5,1264
"1049",48075,0.5,"L2 4",48,"disamb","tt","disamb tt",7,0,1175,1175,-0.5,0.5,1175
"1050",48077,0.5,"L2 4",42,"disamb","tt","disamb tt",5,0,493,493,-0.5,-0.5,493
"1051",48078,0.5,"L2 4",25,"disamb","tt","disamb tt",8,0,579,579,0.5,0.5,579
"1052",48080,0.5,"L2 4",27,"disamb","tt","disamb tt",6,0,1227,1227,0.5,-0.5,1227
"1053",48082,0.5,"L2 4",47,"disamb","tt","disamb tt",6,0,730,730,0.5,-0.5,730
"1054",48084,0.5,"L2 4",39,"disamb","tt","disamb tt",6,0,594,594,0.5,-0.5,594
"1055",48086,0.5,"L2 4",34,"disamb","tt","disamb tt",5,0,460,460,-0.5,-0.5,460
"1056",48087,0.5,"L2 4",35,"disamb","tt","disamb tt",6,0,795,795,0.5,-0.5,795
"1057",48090,0.5,"L2 5",42,"disamb","tt","disamb tt",6,0,407,407,0.5,-0.5,407
"1058",48092,0.5,"L2 5",47,"disamb","tt","disamb tt",7,0,284,284,-0.5,0.5,284
"1059",48094,0.5,"L2 5",25,"disamb","tt","disamb tt",5,0,384,384,-0.5,-0.5,384
"1060",48096,0.5,"L2 5",43,"disamb","tt","disamb tt",7,0,906,906,-0.5,0.5,906
"1061",48098,0.5,"L2 5",33,"disamb","tt","disamb tt",5,0,366,366,-0.5,-0.5,366
"1062",48100,0.5,"L2 5",41,"disamb","tt","disamb tt",5,0,478,478,-0.5,-0.5,478
"1063",48102,0.5,"L2 5",29,"disamb","tt","disamb tt",5,0,481,481,-0.5,-0.5,481
"1064",48104,0.5,"L2 5",39,"disamb","tt","disamb tt",7,0,595,595,-0.5,0.5,595
"1065",48106,0.5,"L2 5",40,"disamb","tt","disamb tt",8,0,2598,2598,0.5,0.5,2598
"1066",48108,0.5,"L2 5",28,"disamb","tt","disamb tt",8,0,1927,1927,0.5,0.5,1927
"1067",48110,0.5,"L2 5",46,"disamb","tt","disamb tt",6,0,271,271,0.5,-0.5,271
"1068",48112,0.5,"L2 5",31,"disamb","tt","disamb tt",7,0,1675,1675,-0.5,0.5,1675
"1069",48114,0.5,"L2 5",36,"disamb","tt","disamb tt",8,0,390,390,0.5,0.5,390
"1070",48116,0.5,"L2 5",27,"disamb","tt","disamb tt",7,0,452,452,-0.5,0.5,452
"1071",48118,0.5,"L2 5",38,"disamb","tt","disamb tt",6,0,407,407,0.5,-0.5,407
"1072",48120,0.5,"L2 5",26,"disamb","tt","disamb tt",6,0,315,315,0.5,-0.5,315
"1073",48122,0.5,"L2 5",44,"disamb","tt","disamb tt",8,0,427,427,0.5,0.5,427
"1074",48124,0.5,"L2 5",45,"disamb","tt","disamb tt",5,0,1272,1272,-0.5,-0.5,1272
"1075",48126,0.5,"L2 5",30,"disamb","tt","disamb tt",6,0,349,349,0.5,-0.5,349
"1076",48128,0.5,"L2 5",32,"disamb","tt","disamb tt",8,0,1268,1268,0.5,0.5,1268
"1077",48130,0.5,"L2 5",37,"disamb","tt","disamb tt",5,0,524,524,-0.5,-0.5,524
"1078",48132,0.5,"L2 5",34,"disamb","tt","disamb tt",6,0,931,931,0.5,-0.5,931
"1079",48134,0.5,"L2 5",48,"disamb","tt","disamb tt",8,0,377,377,0.5,0.5,377
