"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation","trimmed_nozero"
"1921",-0.5,"L1 1",38,"spillover1","fp","spillover1 fp",6,0,790,790,0.5,-0.5,790
"1923",-0.5,"L1 1",39,"spillover1","fp","spillover1 fp",7,0,232,232,-0.5,0.5,232
"1925",-0.5,"L1 1",26,"spillover1","fp","spillover1 fp",6,0,558,558,0.5,-0.5,558
"1927",-0.5,"L1 1",34,"spillover1","fp","spillover1 fp",6,0,172,172,0.5,-0.5,172
"1929",-0.5,"L1 1",46,"spillover1","fp","spillover1 fp",6,0,176,176,0.5,-0.5,176
"1931",-0.5,"L1 1",29,"spillover1","fp","spillover1 fp",5,0,171,171,-0.5,-0.5,171
"1933",-0.5,"L1 1",36,"spillover1","fp","spillover1 fp",8,0,467,467,0.5,0.5,467
"1935",-0.5,"L1 1",30,"spillover1","fp","spillover1 fp",6,0,200,200,0.5,-0.5,200
"1937",-0.5,"L1 1",40,"spillover1","fp","spillover1 fp",8,0,173,173,0.5,0.5,173
"1939",-0.5,"L1 1",33,"spillover1","fp","spillover1 fp",5,0,222,222,-0.5,-0.5,222
"1941",-0.5,"L1 1",43,"spillover1","fp","spillover1 fp",7,0,1260,1260,-0.5,0.5,1260
"1943",-0.5,"L1 1",28,"spillover1","fp","spillover1 fp",8,0,821,821,0.5,0.5,821
"1945",-0.5,"L1 1",31,"spillover1","fp","spillover1 fp",7,0,161,161,-0.5,0.5,161
"1947",-0.5,"L1 1",45,"spillover1","fp","spillover1 fp",5,0,831,831,-0.5,-0.5,831
"1949",-0.5,"L1 1",25,"spillover1","fp","spillover1 fp",5,0,172,172,-0.5,-0.5,172
"1951",-0.5,"L1 1",41,"spillover1","fp","spillover1 fp",5,0,336,336,-0.5,-0.5,336
"1953",-0.5,"L1 1",42,"spillover1","fp","spillover1 fp",6,0,297,297,0.5,-0.5,297
"1955",-0.5,"L1 1",37,"spillover1","fp","spillover1 fp",5,0,963,963,-0.5,-0.5,963
"1957",-0.5,"L1 1",32,"spillover1","fp","spillover1 fp",8,0,415,415,0.5,0.5,415
"1959",-0.5,"L1 1",48,"spillover1","fp","spillover1 fp",8,0,214,214,0.5,0.5,214
"1961",-0.5,"L1 1",47,"spillover1","fp","spillover1 fp",7,0,201,201,-0.5,0.5,201
"1963",-0.5,"L1 1",44,"spillover1","fp","spillover1 fp",8,0,237,237,0.5,0.5,237
"1965",-0.5,"L1 1",27,"spillover1","fp","spillover1 fp",7,0,203,203,-0.5,0.5,203
"1967",-0.5,"L1 1",35,"spillover1","fp","spillover1 fp",7,0,337,337,-0.5,0.5,337
"1969",-0.5,"L1 2",46,"spillover1","fp","spillover1 fp",7,0,214,214,-0.5,0.5,214
"1971",-0.5,"L1 2",25,"spillover1","fp","spillover1 fp",6,0,107,107,0.5,-0.5,107
"1973",-0.5,"L1 2",39,"spillover1","fp","spillover1 fp",8,0,178,178,0.5,0.5,178
"1975",-0.5,"L1 2",38,"spillover1","fp","spillover1 fp",7,0,1038,1038,-0.5,0.5,1038
"1977",-0.5,"L1 2",30,"spillover1","fp","spillover1 fp",7,0,437,437,-0.5,0.5,437
"1979",-0.5,"L1 2",27,"spillover1","fp","spillover1 fp",8,0,250,250,0.5,0.5,250
"1981",-0.5,"L1 2",29,"spillover1","fp","spillover1 fp",6,0,152,152,0.5,-0.5,152
"1983",-0.5,"L1 2",33,"spillover1","fp","spillover1 fp",6,0,295,295,0.5,-0.5,295
"1985",-0.5,"L1 2",32,"spillover1","fp","spillover1 fp",5,0,823,823,-0.5,-0.5,823
"1987",-0.5,"L1 2",43,"spillover1","fp","spillover1 fp",8,0,545,545,0.5,0.5,545
"1989",-0.5,"L1 2",45,"spillover1","fp","spillover1 fp",6,0,162,162,0.5,-0.5,162
"1991",-0.5,"L1 2",48,"spillover1","fp","spillover1 fp",5,0,225,225,-0.5,-0.5,225
"1993",-0.5,"L1 2",47,"spillover1","fp","spillover1 fp",8,0,308,308,0.5,0.5,308
"1995",-0.5,"L1 2",31,"spillover1","fp","spillover1 fp",8,0,179,179,0.5,0.5,179
"1997",-0.5,"L1 2",26,"spillover1","fp","spillover1 fp",7,0,160,160,-0.5,0.5,160
"1999",-0.5,"L1 2",42,"spillover1","fp","spillover1 fp",7,0,198,198,-0.5,0.5,198
"2001",-0.5,"L1 2",36,"spillover1","fp","spillover1 fp",5,0,174,174,-0.5,-0.5,174
"2003",-0.5,"L1 2",35,"spillover1","fp","spillover1 fp",8,0,130,130,0.5,0.5,130
"2005",-0.5,"L1 2",44,"spillover1","fp","spillover1 fp",5,0,134,134,-0.5,-0.5,134
"2007",-0.5,"L1 2",41,"spillover1","fp","spillover1 fp",6,0,437,437,0.5,-0.5,437
"2009",-0.5,"L1 2",37,"spillover1","fp","spillover1 fp",6,0,338,338,0.5,-0.5,338
"2011",-0.5,"L1 2",40,"spillover1","fp","spillover1 fp",5,0,256,256,-0.5,-0.5,256
"2013",-0.5,"L1 2",28,"spillover1","fp","spillover1 fp",5,0,363,363,-0.5,-0.5,363
"2015",-0.5,"L1 2",34,"spillover1","fp","spillover1 fp",7,0,200,200,-0.5,0.5,200
"2018",-0.5,"L1 3",34,"spillover1","fp","spillover1 fp",8,0,335,335,0.5,0.5,335
"2020",-0.5,"L1 3",30,"spillover1","fp","spillover1 fp",8,0,1135,1135,0.5,0.5,1135
"2022",-0.5,"L1 3",38,"spillover1","fp","spillover1 fp",8,0,225,225,0.5,0.5,225
"2024",-0.5,"L1 3",43,"spillover1","fp","spillover1 fp",5,0,1929,1929,-0.5,-0.5,1929
"2026",-0.5,"L1 3",47,"spillover1","fp","spillover1 fp",5,0,1034,1034,-0.5,-0.5,1034
"2028",-0.5,"L1 3",25,"spillover1","fp","spillover1 fp",7,0,2200,2200,-0.5,0.5,2200
"2030",-0.5,"L1 3",37,"spillover1","fp","spillover1 fp",7,0,128,128,-0.5,0.5,128
"2032",-0.5,"L1 3",40,"spillover1","fp","spillover1 fp",6,0,153,153,0.5,-0.5,153
